Best Actor,Best Actress,Best Adapted Screenplay,Best Cinematography,Best Director,Best Original Screenplay,Best Picture,Best Supporting Actor,Best Supporting Actress
False,True,False,False,False,False,False,False,False
False,True,False,False,False,True,False,False,False
False,True,False,False,False,False,False,False,False
True,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,True
False,True,False,False,False,True,False,False,False
False,False,True,False,True,False,False,False,False
False,False,True,True,False,False,False,False,False
True,False,True,False,True,False,True,False,False
True,False,False,True,True,True,True,True,False
False,False,True,False,False,False,False,False,True
False,False,False,True,False,False,False,False,False
False,False,False,False,False,True,False,False,False
False,False,False,False,False,False,False,False,True
False,False,False,False,False,False,False,False,True
False,False,False,True,False,False,True,True,False
False,False,False,False,False,True,False,True,False
True,False,True,False,True,False,True,True,True
True,False,False,False,False,True,False,False,False
False,True,False,True,True,True,True,False,True
True,True,True,False,True,False,True,False,False
True,False,True,True,True,False,True,True,False
False,False,False,True,False,False,False,False,False
False,True,True,False,False,False,False,False,False
False,False,False,False,True,False,False,False,False
False,True,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False
False,False,False,False,False,False,False,True,False
True,True,False,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,False,False,False,True,True,False,True,True
False,True,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False
True,False,True,True,True,False,True,True,False
False,False,False,False,False,True,True,False,False
False,False,False,False,False,True,False,False,False
False,False,False,True,False,False,False,False,False
False,True,False,False,False,False,False,False,False
True,False,True,False,False,False,False,False,True
False,True,False,False,False,False,False,False,False
True,False,True,False,False,False,False,False,False
True,False,True,False,True,False,True,False,False
True,False,False,False,True,True,True,True,True
False,False,True,False,True,False,True,True,False
True,False,True,True,False,False,True,False,False
False,True,False,False,False,False,False,False,True
False,False,False,True,True,True,False,False,False
False,False,False,True,False,False,False,False,False
False,False,True,False,False,False,True,True,True
False,False,True,False,True,False,True,True,False
False,False,False,True,False,False,False,False,False
False,False,False,True,True,True,True,False,False
False,True,False,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False
True,True,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,True
True,True,True,False,True,False,False,False,False
False,False,False,True,False,False,False,False,False
False,False,False,False,False,True,False,False,True
True,False,False,False,False,False,False,False,False
True,False,False,False,False,True,False,False,True
False,False,False,False,False,False,False,True,False
False,True,True,True,False,False,True,False,True
False,False,False,False,False,True,False,False,False
False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,False,True,False
False,False,False,True,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,False,True,False,False,False,False,False,True
True,True,True,True,True,False,True,False,True
False,False,False,True,False,False,False,False,False
False,True,False,True,True,True,True,True,False
False,False,False,True,False,False,False,False,False
False,False,False,False,False,False,False,True,False
False,False,True,False,False,False,False,False,False
True,False,False,False,False,True,True,True,False
False,False,False,False,False,True,False,False,False
False,True,False,False,False,False,False,False,False
False,False,False,True,False,False,False,False,False
False,False,False,False,False,False,False,False,True
True,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,True
False,False,False,False,False,False,False,True,False
False,True,False,False,True,True,True,False,True
True,False,False,False,True,True,True,True,False
True,False,True,False,False,False,False,False,False
False,False,True,False,False,False,False,False,False
True,False,False,False,False,False,False,True,False
False,True,False,False,False,False,False,False,False
False,False,False,True,False,False,False,True,False
True,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,True,True
False,False,False,False,False,True,False,False,False
True,False,False,False,True,True,True,False,False
False,False,False,False,False,True,False,False,False
False,False,True,False,False,False,False,False,False
False,False,False,False,True,True,True,False,False
True,False,False,False,True,True,True,True,True
False,True,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,True
False,False,False,False,False,False,False,True,False
False,False,False,True,False,False,False,False,False
False,False,True,True,True,False,True,False,True
True,True,False,False,False,True,True,True,False
False,False,True,False,False,False,False,False,True
False,False,True,False,True,False,False,False,False
False,False,True,False,False,False,False,True,False
False,True,False,True,True,False,True,False,True
False,False,False,False,True,True,False,True,False
True,False,False,False,False,False,False,False,False
False,True,True,True,False,False,False,False,False
True,False,False,False,False,False,False,False,False
False,False,False,False,True,True,False,False,True
False,False,False,True,False,False,False,True,False
False,True,False,False,False,False,False,False,False
True,False,True,False,False,False,False,False,True
False,False,True,False,False,False,True,True,False
False,False,True,True,True,False,True,True,False
False,True,False,False,False,False,False,False,False
False,False,True,False,False,False,False,False,False
True,False,False,True,True,True,True,False,False
False,False,False,True,False,False,False,False,False
False,False,True,True,True,False,True,False,False
True,False,True,False,False,False,False,False,False
False,False,True,False,True,False,True,True,False
False,False,True,False,False,False,False,False,False
False,False,True,False,False,False,False,False,False
False,True,False,True,False,False,True,False,False
False,False,True,False,False,False,False,True,False
False,True,False,True,True,True,True,True,True
True,False,False,False,False,False,False,True,False
True,False,True,True,True,False,True,False,False
False,True,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,True
False,True,False,False,False,False,False,False,True
False,False,False,False,False,True,False,False,False
True,False,False,False,False,False,False,False,True
True,False,False,True,False,False,False,False,True
False,True,False,False,False,False,False,False,False
True,False,False,False,False,False,False,False,False
False,False,True,False,False,False,False,False,False
False,False,False,True,False,False,False,False,False
True,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,False,False
False,True,False,False,False,False,False,False,False
False,False,True,False,True,False,True,False,False
False,False,False,False,False,False,True,False,False
False,False,False,False,True,True,True,True,True
True,True,False,True,True,True,True,False,False
False,True,False,False,False,False,False,False,True
False,True,False,True,False,False,False,False,False
False,False,False,False,False,False,False,False,True
True,False,False,True,True,True,True,True,False
True,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,True,False
True,False,False,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,False,True,False,True,False,True,True,False
False,False,False,False,False,True,False,False,True
True,False,False,False,False,False,False,False,True
False,False,True,False,False,False,False,False,False
False,False,False,True,False,False,False,False,False
False,False,False,False,False,False,False,True,False
False,False,True,True,True,False,True,False,False
False,False,True,True,False,False,False,False,False
False,True,False,False,True,True,True,True,False
False,True,False,True,False,False,True,False,False
False,False,False,False,False,False,False,True,False
False,True,False,False,False,True,False,False,False
False,False,True,True,False,False,False,False,False
False,True,False,False,False,False,False,True,False
False,False,False,False,False,True,False,False,False
False,False,False,True,False,True,False,False,False
False,False,False,True,False,False,False,False,False
True,False,False,True,True,True,True,False,False
False,True,True,False,False,False,True,False,True
False,False,False,True,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False
True,False,False,False,False,False,False,False,False
True,True,True,False,False,False,True,False,True
True,False,False,False,False,False,False,True,False
False,False,False,False,True,True,False,False,True
False,True,False,False,False,False,False,False,False
True,False,True,True,True,False,True,False,False
False,False,False,True,False,False,False,True,False
True,False,False,False,False,False,False,False,True
True,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False
False,False,False,False,False,False,False,True,False
False,False,False,True,True,False,False,False,False
False,False,False,False,False,True,False,False,False
False,False,False,False,False,True,False,False,False
True,False,True,False,False,False,False,True,True
True,False,True,False,True,False,True,False,True
False,True,True,False,True,False,True,True,True
False,False,True,False,False,False,False,False,False
True,False,False,False,False,False,False,False,False
False,False,False,False,True,True,True,False,True
False,True,False,False,False,False,False,True,True
False,True,False,False,False,True,False,False,False
False,False,False,False,True,True,False,False,False
False,False,False,True,False,False,False,False,False
False,True,False,True,False,True,False,False,False
False,True,False,False,False,False,False,False,False
False,True,False,False,False,True,False,True,False
False,True,True,True,True,False,True,True,True
False,False,False,False,False,True,False,False,False
False,False,True,False,False,False,False,False,False
True,False,True,False,False,False,True,False,False
False,False,False,True,True,False,True,False,False
False,False,False,False,False,False,False,False,True
False,True,False,False,False,False,False,True,False
True,False,False,False,False,False,False,False,True
False,False,True,True,True,False,False,False,False
False,False,False,False,False,True,False,False,False
False,False,False,False,False,False,False,True,False
False,False,True,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False
True,False,False,False,False,False,False,False,False
True,False,True,False,True,False,True,True,True
False,False,False,False,False,False,False,False,True
False,False,True,True,False,False,True,False,False
False,False,False,True,False,False,False,False,False
True,False,False,False,True,True,True,False,False
False,False,False,True,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,True,False,False,False,True,False,False,False
False,False,False,False,False,True,False,False,False
True,False,False,True,True,True,True,True,True
False,True,False,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,False,False,True,False,False,False,False,False
True,False,False,False,True,False,True,False,False
False,False,False,False,False,False,False,True,False
True,True,False,False,False,False,False,False,False
False,False,False,True,True,True,True,True,False
False,False,False,False,False,False,False,False,True
False,False,False,False,False,True,False,True,False
False,False,False,False,False,True,False,False,False
False,False,False,False,False,False,False,False,True
False,False,False,False,False,False,False,True,False
False,False,False,True,False,False,False,False,False
False,False,True,False,True,False,True,True,True
False,False,False,False,True,True,True,True,False
False,False,False,False,False,False,False,True,True
True,False,True,False,True,False,True,False,True
False,False,False,False,False,False,False,True,False
False,False,True,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False
False,True,False,False,True,True,False,False,False
False,False,False,True,False,False,False,False,False
False,False,True,False,False,False,False,False,True
False,False,False,True,False,False,False,False,False
True,False,True,True,True,False,True,True,True
False,True,False,False,False,False,False,False,False
True,False,False,False,False,True,False,False,True
False,True,False,False,False,False,False,False,True
False,False,False,True,False,False,False,False,False
False,False,True,False,False,False,False,True,False
False,False,True,True,True,False,False,False,False
False,False,False,True,False,False,False,False,False
False,True,True,False,False,False,False,True,False
True,True,True,False,True,False,True,True,False
False,True,False,False,False,False,False,False,False
False,False,True,False,True,False,True,True,False
True,False,False,False,False,False,False,False,False
False,False,True,False,True,False,True,False,False
True,False,False,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False
False,False,False,True,False,False,False,False,False
False,False,False,False,False,False,False,False,True
True,False,True,True,True,False,True,False,True
True,False,False,True,True,True,True,False,False
False,False,True,False,False,False,True,False,False
False,True,False,False,True,True,True,False,False
False,True,False,False,False,False,False,False,False
True,False,True,True,True,False,True,True,True
False,False,True,False,False,False,False,False,False
False,False,False,False,False,False,False,True,True
False,False,False,True,False,False,False,False,False
False,False,False,True,False,False,False,True,False
False,False,False,False,False,True,True,True,True
False,False,False,False,True,True,True,False,True
False,True,False,False,False,False,False,False,False
True,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,True
False,False,True,True,True,False,True,False,False
True,False,False,False,False,False,False,False,False
True,False,False,False,False,False,False,False,False
False,False,False,True,False,True,False,False,False
False,True,False,False,False,False,False,False,False
True,False,False,False,True,True,True,True,True
False,True,True,False,False,False,False,False,True
False,True,False,False,True,True,True,False,False
True,False,False,False,False,False,False,False,False
False,False,False,True,False,False,False,True,False
True,False,True,True,True,False,True,False,False
False,False,False,False,False,True,False,False,False
False,False,False,False,False,False,False,True,False
False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,True,True,False
False,False,True,True,True,False,True,True,False
True,False,False,False,False,False,False,False,False
False,False,False,True,True,False,True,False,False
False,False,False,True,False,False,False,False,False
True,False,False,False,False,False,False,False,False
False,False,False,True,False,False,False,False,False
False,True,True,False,False,False,False,False,False
False,False,False,False,False,False,False,False,True
False,False,False,False,True,True,True,False,False
False,False,False,True,True,False,True,False,False
False,False,False,False,False,False,False,True,False
False,False,False,False,False,False,False,False,True
True,False,False,False,False,False,False,False,False
False,True,False,False,False,True,False,False,False
False,False,False,False,False,True,False,False,False
False,False,True,True,False,False,True,False,True
True,False,False,False,False,True,True,True,False
False,False,False,False,False,True,False,True,False
False,False,False,False,False,True,False,False,False
True,False,False,False,False,False,False,False,True
False,True,False,True,False,False,False,False,False
False,True,False,False,False,False,False,True,False
False,False,False,False,False,False,False,True,False
False,True,False,False,False,True,True,True,False
True,False,False,False,False,False,False,False,False
True,False,True,False,True,False,True,False,False
False,False,False,False,False,False,False,False,True
False,True,False,False,False,False,True,False,False
True,False,False,True,True,True,True,False,False
False,False,False,False,False,True,False,False,False
False,True,True,False,False,False,False,True,True
False,True,True,False,True,False,True,False,True
False,True,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False
False,True,False,True,True,False,True,False,False
False,False,False,False,False,False,False,True,False
False,False,False,False,True,True,True,True,True
False,False,True,True,True,False,True,False,False
False,True,True,True,True,False,True,False,False
False,True,False,False,False,True,False,False,False
True,False,True,False,True,False,True,True,False
False,True,False,False,False,False,False,False,False
True,False,False,True,False,False,False,False,False
False,False,True,True,True,False,True,False,False
True,False,False,False,True,True,True,True,False
False,False,True,True,False,False,True,False,False
False,False,False,False,False,False,False,True,False
False,False,False,False,False,True,True,False,False
False,False,False,False,False,False,True,False,False
False,False,True,False,False,False,True,True,False
True,False,True,False,False,False,True,False,True
False,False,False,False,True,False,False,False,False
True,False,True,True,True,False,True,True,True
True,False,True,False,True,False,True,False,False
False,False,True,False,False,False,True,True,False
False,False,False,False,False,True,False,False,False
True,True,True,False,True,False,True,True,True
False,False,False,False,False,True,False,False,False
False,False,False,False,False,True,True,False,False
True,True,False,False,False,False,False,False,False
True,False,False,False,False,False,False,True,False
False,False,True,False,False,False,False,True,False
True,False,False,True,True,False,True,False,True
True,False,False,False,True,True,True,False,True
False,False,False,False,True,True,True,True,True
False,False,False,True,False,True,True,True,False
False,False,False,True,False,False,False,False,False
False,True,False,False,False,False,False,False,False
True,False,False,False,True,True,False,True,False
False,True,False,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,False,True,False,False,False,False,False,False
True,False,False,False,False,False,False,False,True
False,False,False,False,True,True,True,False,False
False,False,False,False,False,True,True,False,False
False,True,False,False,False,False,False,False,False
False,False,True,False,False,False,True,False,False
False,False,False,True,False,False,False,False,False
True,False,True,False,True,False,True,True,True
False,False,True,False,False,False,False,False,False
False,False,True,True,False,False,True,False,False
True,False,False,False,False,False,False,False,False
False,True,True,False,False,False,True,False,False
True,False,False,False,True,True,True,True,True
True,False,True,False,True,False,True,False,True
False,False,False,False,False,False,False,False,True
True,False,True,False,False,False,True,True,False
False,False,True,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,True,False,False,False,False,True,False,True
True,False,False,False,False,False,False,False,True
False,False,False,False,True,True,True,True,True
True,False,True,True,True,False,True,False,False
False,False,False,False,False,False,False,True,False
False,False,True,True,True,False,True,True,False
False,False,False,False,False,False,False,False,True
False,False,True,False,False,False,False,False,True
True,False,False,False,False,False,False,False,False
False,True,False,False,False,False,False,False,True
False,False,False,False,False,True,True,False,False
True,False,True,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False
False,False,True,False,False,False,True,False,False
False,False,False,True,False,True,True,False,False
True,False,False,False,False,False,False,False,True
False,False,False,True,True,False,True,False,False
False,False,False,True,False,False,False,False,False
False,False,False,False,False,True,False,False,False
False,True,True,False,False,False,True,True,False
True,False,True,True,True,False,True,False,True
False,False,True,False,True,False,True,False,False
True,False,False,False,False,False,False,False,False
False,False,False,True,False,False,False,False,False
False,True,False,False,True,True,True,True,False
False,True,True,True,True,False,True,True,False
False,False,False,False,False,True,False,False,False
False,False,False,True,False,False,False,False,False
False,True,False,True,True,True,True,False,False
False,True,False,False,False,False,True,False,True
False,True,False,True,True,False,True,False,False
False,False,False,True,False,False,False,False,False
False,False,False,False,False,True,False,False,True
True,False,False,False,False,True,True,False,True
False,True,False,False,False,False,True,False,False
True,False,False,True,True,True,True,True,True
False,False,True,False,False,False,True,True,True
True,True,True,True,False,False,True,True,False
False,False,False,True,False,False,True,False,False
False,False,False,False,False,False,False,True,False
False,False,True,False,False,False,True,True,False
True,False,True,True,True,False,True,True,True
True,False,True,False,False,False,True,False,False
True,False,False,False,False,False,False,False,False
True,False,False,False,False,False,False,True,True
False,True,False,True,False,False,False,False,False
False,False,False,True,False,False,True,False,False
False,False,True,False,True,False,True,True,False
False,True,False,False,False,False,False,False,True
False,True,False,False,True,True,True,False,False
False,False,False,False,True,True,True,False,False
False,False,False,False,False,True,False,False,False
False,True,False,False,False,False,False,False,False
False,False,False,False,False,False,True,False,False
False,True,False,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,True,False,False,False,False,False,True,False
True,False,False,True,True,True,True,False,True
True,False,False,True,True,False,True,True,False
False,True,False,False,True,True,True,False,False
True,False,False,False,False,False,True,False,True
True,False,False,False,False,False,True,False,False
False,False,True,False,False,False,True,False,False
False,False,False,False,False,True,False,False,False
False,True,False,False,True,True,True,False,False
False,False,False,True,False,False,False,False,False
False,True,False,False,False,True,True,False,False
False,False,True,False,False,False,False,False,False
False,False,False,False,False,True,True,False,False
True,True,False,False,True,True,True,True,True
False,False,False,True,False,False,False,False,False
True,False,False,True,True,True,True,False,True
False,False,False,False,False,False,True,False,False
False,False,False,False,False,True,False,False,False
False,False,False,True,False,True,True,True,False
False,False,False,True,False,False,False,False,False
False,False,False,False,False,False,False,False,True
False,False,False,False,False,False,False,True,False
False,False,False,False,True,True,True,True,True
True,False,False,False,False,True,False,False,False
False,False,False,False,False,False,True,False,False
True,False,False,False,False,False,False,False,False
True,False,True,False,False,False,True,False,True
False,True,True,True,True,False,True,False,True
True,False,True,False,True,False,True,True,True
False,False,False,True,False,False,False,False,False
True,False,False,False,False,False,False,False,True
True,False,True,False,True,False,True,False,True
False,False,False,False,False,True,False,False,False
False,False,False,True,False,False,False,False,False
True,False,False,False,True,False,True,False,False
False,True,True,False,True,False,True,False,False
True,False,True,False,False,False,True,False,False
False,False,False,False,False,False,False,False,True
False,False,False,False,False,True,False,True,False
False,False,True,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,False,False,True,True,True,True,False,False
False,False,False,True,False,False,False,False,False
False,True,False,False,False,False,False,False,True
False,False,True,False,False,False,True,False,False
False,True,False,False,False,True,False,False,True
True,False,True,False,False,False,True,True,False
False,True,True,False,False,False,True,False,False
False,False,True,True,False,False,False,False,True
False,True,True,True,False,False,False,False,True
False,True,True,False,False,False,True,False,False
False,True,False,False,False,False,False,False,False
False,False,False,True,False,False,False,False,False
False,False,True,True,True,False,True,False,False
True,False,False,True,True,True,True,True,True
False,False,False,False,False,True,True,True,False
False,False,True,False,False,False,True,True,False
False,False,True,False,False,False,True,False,True
True,False,True,False,False,False,True,False,True
False,False,False,True,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False
True,False,True,False,False,False,False,False,False
False,True,False,False,True,True,True,True,False
False,False,False,False,False,True,False,False,False
True,True,True,False,False,False,True,False,False
False,False,False,False,False,False,False,True,False
False,True,True,False,True,False,True,False,False
True,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False
False,True,True,False,False,False,True,False,True
False,False,True,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,False,False,True,False,False,False,False,False
False,False,False,True,False,False,False,False,True
False,False,False,False,False,True,False,False,False
False,False,False,False,False,False,False,False,True
False,False,True,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False
True,False,False,False,False,False,False,False,False
False,False,False,True,True,False,True,False,True
True,False,True,False,False,False,True,False,False
False,False,False,False,False,True,True,True,False
True,False,False,True,False,False,True,False,False
False,True,False,False,False,False,False,False,False
False,False,True,True,False,False,True,True,True
False,True,False,False,False,False,False,False,False
True,True,False,True,True,True,True,False,False
True,False,False,False,True,True,True,True,True
False,True,False,False,False,False,False,False,False
False,False,True,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False
False,False,False,False,False,False,False,True,False
True,False,False,True,False,False,True,False,False
False,True,True,False,False,False,False,True,False
False,True,False,False,False,False,False,False,False
False,True,False,False,False,False,False,False,False
False,False,True,False,False,False,True,False,True
False,True,False,False,True,True,True,False,True
False,False,True,True,True,False,True,True,True
True,True,False,False,False,False,False,True,False
False,False,False,True,True,False,True,False,False
False,True,False,False,False,True,True,True,False
False,False,False,True,False,False,False,False,False
True,False,False,False,True,True,True,False,False
False,True,False,True,True,True,True,False,True
False,False,False,False,False,False,False,True,False
False,True,False,False,False,False,False,False,True
False,False,False,True,False,False,False,False,False
True,False,False,False,False,True,True,True,False
False,False,False,False,False,True,False,False,False
True,True,False,True,False,True,True,False,False
False,True,False,True,True,False,True,True,False
False,True,False,False,False,False,False,False,True
False,True,False,True,True,True,True,True,True
False,False,False,False,False,False,False,True,False
True,False,True,False,False,False,True,False,False
True,False,False,False,True,False,True,False,True
True,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False
False,True,False,True,True,True,True,False,True
True,False,False,False,True,True,True,True,True
False,True,False,False,False,False,True,False,False
False,True,False,False,False,False,False,False,True
False,False,True,False,False,False,False,False,False
False,False,False,True,True,False,False,False,False
False,False,True,False,False,False,False,False,False
False,True,False,False,True,True,True,True,True
False,False,False,False,True,True,True,False,False
False,False,False,False,False,False,False,False,True
False,False,False,True,False,False,False,False,False
True,False,False,False,False,False,False,False,False
True,False,False,False,False,True,True,True,False
False,False,True,False,False,False,False,False,True
True,False,False,True,True,True,True,True,False
False,False,True,False,True,False,True,False,False
True,False,True,True,True,False,True,False,False
False,False,False,False,True,True,True,False,False
False,False,True,False,True,False,True,True,False
False,True,False,False,False,False,False,False,False
True,True,False,False,False,True,True,False,True
False,False,False,True,False,False,True,False,False
False,False,False,True,False,False,False,False,False
False,True,False,False,False,False,False,False,False
True,False,False,False,False,False,False,False,False
True,False,False,False,False,False,False,True,False
True,False,True,False,False,False,False,True,False
False,True,False,False,False,False,False,False,False
False,False,False,True,True,True,True,False,False
True,False,False,False,False,False,False,False,False
False,False,False,False,False,True,False,False,False
True,False,False,True,True,True,True,True,True
True,False,True,False,False,False,False,False,False
False,True,True,False,False,False,False,False,True
False,False,False,False,False,False,False,False,True
False,True,False,False,False,False,False,False,False
True,False,False,False,False,True,True,False,True
False,True,False,False,True,True,True,False,False
False,True,True,True,True,False,True,False,False
False,False,False,True,False,True,True,True,False
