Category,Genres,Director,Popularity,Winner
2,76,692,42.4,True
3,212,762,9.8,True
1,70,464,9.6,False
6,242,629,3.9,False
6,77,321,110.0,False
8,102,54,15.9,False
3,128,72,14.9,False
8,231,21,45.7,False
7,28,226,59.8,False
2,198,724,23.6,False
7,102,18,14.4,False
6,35,750,46.9,False
0,136,231,4.9,True
1,90,698,3.1,False
4,203,47,16.6,False
3,125,482,1.4,False
0,125,690,12.0,False
7,248,367,6.5,False
0,33,20,1.3,False
3,203,282,6.5,False
3,102,72,24.8,False
4,203,213,15.8,False
1,149,695,30.9,False
6,134,364,7.3,False
1,134,388,18.6,True
0,203,305,5.6,False
8,203,282,6.5,False
5,149,56,5.2,False
3,223,66,7.7,False
8,29,241,13.4,True
4,95,206,13.3,False
1,213,182,5.1,False
0,76,695,20.9,True
1,125,493,14.3,False
0,188,67,11.0,False
1,203,282,6.5,False
4,212,218,10.6,True
2,203,319,17.9,True
4,95,569,63.9,False
6,121,740,14.4,True
5,218,303,23.3,False
1,203,153,12.7,False
7,218,378,11.0,False
6,139,628,18.9,True
8,234,627,38.4,False
5,95,506,13.6,False
1,149,662,10.7,False
0,191,742,8.3,False
4,149,435,6.1,False
7,149,509,8.7,False
2,149,695,20.5,False
5,203,621,4.0,False
7,149,467,8.1,False
5,90,473,24.9,False
4,149,431,21.0,False
3,74,402,12.0,False
4,218,762,9.8,False
5,149,56,29.2,True
2,46,63,12.6,False
4,102,159,38.4,False
6,76,83,14.8,False
4,106,72,13.4,False
3,188,240,7.2,False
0,106,444,8.0,False
3,3,242,11.8,False
4,142,686,14.3,False
8,131,289,10.8,False
6,90,370,8.9,False
6,102,448,11.5,False
7,38,261,109.2,False
4,149,51,8.7,False
1,149,234,1.2,False
7,152,248,3.3,False
7,203,718,33.4,False
6,193,77,12.8,False
0,223,182,12.9,False
1,99,136,95.6,True
6,46,36,44.5,False
2,149,111,18.8,False
4,149,713,21.3,False
6,177,410,26.2,False
3,196,423,24.0,False
4,140,72,17.5,False
1,188,229,10.8,False
5,223,490,29.0,False
2,149,675,19.2,False
3,250,41,4.0,False
8,76,286,11.4,False
0,142,683,9.8,False
8,113,764,10.5,True
7,95,385,22.1,True
3,203,719,8.9,False
4,134,159,25.9,False
3,97,203,8.8,False
5,83,479,85.7,False
7,142,155,21.9,False
4,76,722,32.7,True
7,76,622,12.4,False
0,79,53,12.7,True
6,176,224,13.9,False
3,203,708,17.7,True
6,203,640,13.4,False
3,153,19,17.9,False
1,76,732,8.4,False
2,90,613,15.5,False
3,51,42,24.3,False
4,203,316,165.4,True
8,178,697,2.6,False
1,203,462,15.3,True
6,106,701,40.3,False
8,134,718,11.2,False
6,76,561,7.8,False
4,149,111,18.8,True
8,102,435,6.2,False
1,225,752,9.8,False
4,149,700,14.3,False
4,132,684,33.7,False
3,50,153,12.5,True
3,223,440,19.3,False
6,194,27,8.8,False
3,102,621,5.5,False
0,223,348,25.8,True
3,167,263,62.8,True
2,149,580,46.9,False
1,46,63,12.6,False
3,102,474,5.5,False
5,218,687,14.7,False
2,90,350,19.5,False
0,45,456,7.4,False
1,149,336,8.3,False
3,100,528,1.0,False
6,45,732,11.9,False
8,152,364,15.5,False
0,134,718,11.2,False
2,81,64,33.7,False
7,217,368,51.3,False
3,203,27,8.7,False
6,140,189,24.3,False
1,218,90,7.9,False
5,102,507,32.0,False
4,79,276,9.2,False
4,16,707,6.5,False
3,30,440,2.3,False
1,102,320,10.7,False
6,102,276,1.7,False
8,203,261,42.4,False
4,198,460,56.7,False
0,142,386,19.0,True
3,83,533,16.8,False
6,161,708,24.8,False
6,44,440,6.3,False
8,136,182,15.3,False
3,79,276,9.2,True
4,149,488,18.5,False
1,149,767,1.6,False
7,96,240,19.6,True
3,210,139,7.4,False
3,21,116,59.5,False
6,149,415,33.5,False
7,229,157,6.3,False
7,118,74,6.9,False
0,76,27,21.0,False
8,36,94,30.7,False
3,102,298,1.2,False
0,218,344,7.0,False
6,203,282,6.5,False
6,79,641,47.7,True
7,80,484,15.6,False
0,134,475,58.7,False
7,125,135,3.0,False
8,102,206,11.9,False
8,140,9,26.7,False
1,142,13,13.2,False
6,76,276,3.1,False
6,203,319,17.1,False
0,95,76,2.0,False
3,169,21,18.5,False
4,78,745,13.0,False
7,102,72,10.2,True
6,102,502,20.4,True
1,220,315,13.2,False
1,99,686,11.6,False
1,12,49,23.9,False
8,149,561,3.8,False
5,74,757,4.2,False
7,140,538,21.0,False
3,102,72,10.4,False
4,51,218,5.2,False
6,76,757,4.7,False
6,203,683,7.1,False
1,203,180,5.3,False
3,161,270,7.6,False
1,144,675,8.7,False
3,238,21,20.5,True
2,127,769,8.2,False
7,149,467,2.0,False
3,51,276,3.4,False
1,203,504,21.1,False
7,76,218,10.7,False
8,203,325,13.1,False
4,83,467,6.8,False
3,203,291,11.7,False
0,71,499,11.3,False
7,142,475,69.6,False
6,149,581,8.6,False
6,203,304,2.2,False
1,74,408,4.2,False
3,71,766,24.3,False
3,3,36,25.4,True
0,76,496,19.9,False
5,198,549,10.3,False
4,149,415,33.5,False
6,95,206,5.9,False
3,44,440,6.3,False
1,149,740,6.6,False
6,37,598,12.1,False
5,161,198,16.5,False
7,133,643,13.4,True
0,223,695,73.7,False
6,199,203,61.2,False
1,142,551,11.8,False
3,173,594,3.9,False
4,97,679,26.4,False
8,36,610,17.5,False
2,216,19,36.5,False
4,223,21,10.6,False
4,98,374,20.9,False
5,95,261,29.4,False
1,102,665,768.0,False
2,76,496,19.9,False
3,199,203,61.2,True
8,203,78,8.2,False
3,175,594,5.4,False
5,68,33,84.4,False
6,198,640,29.8,False
0,149,274,7.5,False
1,149,487,11.4,False
7,14,747,14.4,False
7,149,368,6.1,False
2,199,203,61.2,False
8,149,507,5.2,False
8,149,520,16.7,False
1,34,334,14.6,False
5,102,686,13.3,False
3,142,683,9.8,True
1,149,19,15.9,False
0,97,278,10.3,False
6,202,509,40.8,True
7,76,743,4.8,False
4,191,742,8.3,False
4,102,206,11.9,True
4,77,705,18.5,False
2,149,51,8.7,False
1,95,183,2.4,False
4,95,13,35.7,True
6,70,680,20.8,False
4,149,602,21.9,False
5,212,268,10.4,True
1,203,739,4.8,False
0,102,258,7.1,False
1,203,231,7.1,False
4,240,394,11.0,False
7,180,176,12.6,False
7,203,739,4.8,False
1,203,704,3.4,False
8,142,686,14.3,False
7,218,611,37.1,False
6,134,475,58.7,False
8,102,513,8.0,False
6,210,569,19.9,False
2,134,582,18.5,False
2,40,239,6.0,False
5,35,60,2.5,False
3,149,739,4.4,False
1,149,543,0.5,False
8,212,360,4.5,False
0,141,491,4.1,False
2,67,433,94.1,False
3,173,562,6.8,False
0,196,21,21.2,False
8,175,595,11.7,True
3,203,640,13.4,True
1,102,10,4.2,False
5,37,147,4.3,False
2,38,261,109.2,False
6,149,675,19.2,False
1,198,640,29.8,False
6,99,136,95.6,False
5,74,475,27.6,False
6,73,64,10.5,False
8,133,478,21.2,False
1,125,231,17.7,False
6,134,621,29.4,False
6,188,144,20.7,False
7,76,59,27.2,False
7,250,41,23.7,False
7,113,529,9.4,False
4,203,305,5.6,False
2,76,695,20.9,False
1,80,592,8.8,False
2,113,748,9.5,False
6,39,727,10.2,True
6,71,2,13.6,False
1,95,252,2.4,False
7,195,675,6.5,False
1,188,718,26.2,False
8,34,334,14.6,False
1,149,508,18.3,True
8,24,276,4.9,True
7,34,666,36.6,False
3,52,380,8.1,False
1,149,746,17.6,False
1,203,186,11.5,False
5,89,103,19.3,False
8,91,610,19.5,False
3,149,265,8.8,False
2,178,181,67.8,False
1,152,520,11.8,False
7,76,264,9.9,False
0,118,72,29.1,False
4,189,77,12.6,False
8,102,18,14.4,False
0,223,47,7.8,False
3,41,436,21.6,False
6,149,394,17.7,True
3,136,648,3.6,False
1,203,20,4.7,True
4,102,258,7.1,False
0,149,570,6.1,False
2,125,18,17.2,False
6,20,639,1.4,False
0,76,709,24.1,False
6,225,294,2.6,False
0,102,94,31.9,False
8,203,395,6.3,False
1,203,36,48.1,False
8,95,508,10.6,False
8,203,55,12.4,True
7,217,368,51.3,False
3,112,244,9.2,False
8,188,729,4.2,False
6,141,452,10.2,False
0,71,560,76.2,False
5,19,763,24.7,False
5,125,659,5.6,False
1,88,15,2.7,False
1,217,121,31.6,True
8,80,359,5.2,False
6,149,419,6.1,False
5,177,533,14.2,False
8,178,683,29.6,False
0,203,119,12.6,False
2,149,468,10.9,True
6,140,121,29.1,False
7,218,367,9.8,False
0,113,748,9.5,False
7,80,641,22.7,False
8,95,385,22.1,False
1,91,610,19.5,False
7,36,49,9.7,False
1,149,700,14.3,False
1,203,180,1.9,False
4,76,276,3.1,False
1,149,695,20.5,False
3,149,329,6.1,False
3,193,77,12.8,True
8,203,27,8.7,False
7,192,68,23.2,False
0,149,56,29.2,True
6,104,570,9.4,False
7,149,305,6.4,False
0,149,343,43.6,False
8,149,13,19.2,False
6,203,672,2.4,False
1,203,752,0.8,False
2,194,202,32.0,True
8,102,547,3.7,False
1,102,741,11.0,False
7,155,614,18.5,False
3,142,192,78.8,False
3,203,610,24.7,True
3,149,90,11.9,False
3,212,251,45.8,False
0,81,474,2.5,False
5,134,379,29.3,False
8,75,245,20.5,True
6,203,180,12.3,True
8,55,416,43.6,False
1,80,403,13.6,False
5,102,502,20.4,False
3,178,708,32.8,False
7,95,764,14.7,True
3,149,581,8.6,False
6,102,231,9.5,False
7,149,739,14.3,True
2,95,614,13.2,False
4,149,614,8.9,False
0,142,43,38.9,True
4,127,769,8.2,False
1,212,655,12.5,False
3,203,719,26.7,False
7,225,474,14.3,True
5,188,718,26.2,False
7,83,218,5.7,False
6,76,667,20.6,False
7,79,276,9.2,False
4,210,569,19.9,False
5,142,350,30.9,True
6,212,268,10.4,False
6,149,472,43.9,False
6,57,695,50.3,False
0,3,13,74.1,True
1,76,212,9.6,False
6,188,468,9.0,False
4,73,56,12.0,False
4,203,186,8.9,True
6,92,742,9.3,False
0,203,740,8.3,False
1,95,382,11.4,False
7,71,560,76.2,True
5,134,159,25.9,False
6,83,218,13.1,False
6,77,268,5.5,False
2,149,414,12.2,False
7,19,763,24.7,False
6,149,218,13.6,False
4,209,119,7.7,False
7,203,683,7.1,False
6,140,231,16.2,False
3,241,413,13.5,False
7,76,7,16.0,True
4,149,13,19.2,False
7,44,290,20.4,False
8,149,296,2.0,False
1,102,620,0.8,False
0,223,490,29.0,False
4,149,675,19.2,False
6,203,245,9.2,False
1,95,553,12.7,False
8,217,56,13.3,False
6,51,627,14.3,False
5,90,167,10.1,False
6,77,640,64.8,False
1,149,450,13.0,False
3,203,7,12.3,False
1,95,683,13.6,True
4,102,258,8.3,False
1,203,261,42.4,False
4,95,261,29.4,False
2,71,668,6.1,False
3,44,276,11.8,True
3,249,412,22.4,True
2,223,763,29.1,False
3,120,278,1.7,False
4,217,121,31.6,True
0,76,429,7.2,False
2,102,547,3.7,False
4,55,364,23.6,False
6,74,334,24.9,False
6,95,13,35.7,True
8,136,359,8.6,False
7,18,62,45.7,False
4,146,684,40.7,False
7,217,362,4.9,False
4,203,205,2.3,True
2,149,256,60.8,False
8,140,231,16.2,False
1,149,614,8.9,True
6,203,686,19.5,False
6,203,756,10.8,False
6,76,692,42.4,True
2,95,134,15.0,False
3,149,736,2.0,False
7,136,182,15.3,False
3,45,97,15.1,False
3,7,124,7.0,True
3,212,440,4.4,False
1,149,561,3.8,False
6,6,491,14.0,False
3,168,72,24.3,False
0,48,659,11.1,False
4,90,440,9.4,False
1,203,316,165.4,False
4,92,742,9.3,False
1,157,659,3.6,False
7,203,287,6.2,True
8,39,727,10.2,False
4,46,36,44.5,True
3,149,56,5.2,False
2,142,686,14.3,False
7,76,747,13.0,False
1,203,319,4.8,False
5,140,538,2.0,False
6,188,88,13.3,False
4,76,561,7.8,False
4,216,695,35.5,False
8,71,2,13.6,False
8,140,579,58.1,False
8,102,326,20.4,False
4,157,99,11.7,False
3,90,350,19.5,False
0,149,265,2.1,False
4,76,116,130.7,True
4,30,363,4.1,False
4,188,88,13.3,False
0,74,1,11.0,False
4,149,274,14.4,False
8,230,760,69.7,False
1,203,698,3.1,False
1,203,595,9.5,False
8,165,263,37.1,False
4,23,116,56.1,False
8,95,641,12.5,False
4,203,482,9.3,False
7,54,567,5.4,False
4,198,503,11.9,False
3,102,676,4.9,False
3,55,416,43.6,True
1,203,205,8.1,True
8,95,572,7.3,False
3,57,695,50.3,False
3,102,72,22.9,False
4,142,683,9.8,False
3,137,765,16.6,False
1,196,757,4.6,False
8,218,569,11.3,False
4,223,762,7.7,False
0,149,218,2.6,False
0,177,533,14.2,False
1,203,700,3.0,False
7,149,557,15.6,False
8,90,557,10.9,True
3,71,762,8.9,False
5,212,262,9.2,False
8,102,547,3.7,False
8,102,547,10.7,False
8,203,36,48.1,False
0,192,398,4.4,False
6,168,623,9.2,True
8,191,621,5.8,False
8,76,116,130.7,False
1,109,625,36.4,True
0,149,570,6.1,False
0,83,212,13.7,True
4,230,760,69.7,False
6,102,508,27.5,False
5,203,462,15.3,False
5,95,326,23.0,True
7,169,21,18.5,False
3,77,540,89.4,False
5,23,286,5.3,False
3,229,157,6.3,False
3,223,21,10.6,False
6,156,96,17.3,True
3,223,288,12.5,False
4,212,268,10.4,False
5,149,694,27.1,False
6,153,206,38.4,False
1,99,468,6.3,False
1,186,482,11.2,False
8,102,596,3.6,False
3,95,13,12.4,False
3,196,685,41.7,False
2,13,121,60.6,False
6,188,718,26.2,False
7,50,685,18.3,False
6,81,64,33.7,False
8,74,321,28.2,True
6,177,695,21.2,False
6,97,278,11.8,False
4,175,208,1.9,True
5,201,6,3.7,False
2,77,509,28.9,True
2,188,136,91.9,False
2,134,718,11.2,False
1,160,117,7.1,False
4,77,664,10.3,False
1,149,600,14.9,True
7,76,24,88.5,False
7,203,762,9.0,False
1,218,762,9.8,False
3,51,286,4.6,False
3,226,715,29.8,False
2,223,162,12.9,False
7,223,182,12.9,False
7,113,748,9.5,False
7,76,116,130.7,True
1,149,265,8.8,False
8,136,491,9.7,False
7,74,1,11.0,False
3,209,645,6.0,True
4,76,230,15.1,False
5,95,750,21.0,False
1,188,292,12.1,False
6,46,564,167.6,False
5,203,264,81.8,True
2,88,46,11.6,False
6,217,623,13.2,False
2,203,54,16.8,False
1,76,743,4.8,False
3,149,218,13.6,False
1,149,431,21.0,False
7,74,222,23.6,False
3,76,99,8.2,True
7,89,764,10.0,False
4,102,502,20.4,True
3,80,333,22.3,False
7,102,766,77.5,False
7,140,121,29.1,True
8,97,679,26.4,False
0,172,367,4.2,False
0,175,595,11.7,True
6,80,322,26.0,False
3,102,510,5.6,False
2,202,509,40.8,True
7,90,473,27.3,True
0,102,618,1.1,False
7,39,727,10.2,False
3,1,430,24.2,False
0,89,102,7.5,False
3,212,153,28.6,True
5,62,21,21.2,False
7,212,218,10.6,True
4,140,121,29.1,False
1,51,364,8.5,False
3,160,117,7.1,True
8,125,228,9.0,False
3,88,764,7.5,False
6,3,13,74.1,False
8,125,493,14.3,False
6,13,159,25.3,False
2,140,525,10.2,False
1,203,282,6.5,False
0,188,468,9.0,False
6,76,670,24.0,False
8,149,700,14.3,False
3,51,485,2.8,True
1,203,291,11.7,False
1,136,762,13.9,False
1,102,159,38.4,True
8,172,117,4.4,False
5,81,589,23.6,False
7,90,370,8.9,False
7,30,363,4.1,False
7,223,533,44.5,False
5,129,642,13.5,False
5,203,719,8.9,False
0,96,117,3.7,False
6,203,660,8.1,False
7,93,386,11.6,False
3,76,218,10.7,True
7,81,64,33.7,False
7,225,325,25.6,False
3,177,1,24.4,False
6,178,181,67.8,False
1,168,72,24.3,False
2,225,245,18.9,False
8,217,475,23.9,False
6,67,555,93.3,False
4,203,640,13.4,False
6,96,112,30.4,False
6,95,18,38.4,False
3,102,72,10.2,False
2,172,519,13.8,False
7,55,416,43.6,False
8,149,180,5.1,True
3,90,312,307.8,False
4,149,358,14.6,False
3,76,276,3.1,True
5,88,764,7.3,False
3,203,762,8.1,False
4,113,764,30.6,False
6,212,733,44.1,True
1,102,282,12.4,False
1,216,19,39.0,False
4,196,423,24.0,False
3,212,398,9.8,False
4,73,595,9.5,False
8,102,508,16.0,False
1,102,513,8.0,False
3,172,99,5.1,False
8,149,415,33.5,False
8,76,712,98.2,False
0,232,645,10.3,True
0,149,727,3.1,False
3,139,695,18.0,False
5,80,414,17.9,True
1,48,659,11.1,False
4,106,613,20.9,False
4,102,18,14.4,False
0,71,56,20.6,False
4,134,505,9.7,False
6,24,276,4.9,False
4,149,432,21.0,False
4,83,153,31.1,True
6,95,678,34.2,False
1,51,370,15.3,False
5,198,503,11.9,False
3,196,517,11.6,False
0,206,378,8.6,False
6,95,473,23.9,False
8,113,748,9.5,False
6,140,525,10.2,False
2,74,150,63.2,True
7,218,634,9.7,False
6,76,40,10.6,False
5,88,764,13.6,False
4,77,509,28.9,True
4,71,2,37.6,False
1,212,733,44.1,True
3,197,116,68.6,False
5,95,401,6.4,False
3,56,745,5.4,False
4,102,206,12.2,True
1,134,717,23.1,True
5,175,6,14.7,False
4,142,386,19.0,True
1,149,186,18.2,True
0,158,419,4.9,True
8,149,168,23.4,True
4,76,264,9.9,False
7,136,762,13.9,False
1,203,186,8.9,False
1,77,321,35.4,True
3,225,752,9.8,False
3,149,488,18.5,True
3,51,275,2.5,False
1,125,191,13.7,False
2,73,475,41.9,False
3,77,487,11.6,False
3,73,595,9.5,False
4,203,762,9.0,False
0,203,113,15.6,False
7,203,595,9.5,True
7,203,319,17.1,False
1,203,231,6.9,False
0,81,496,17.0,False
6,203,305,5.6,False
0,98,258,1.7,False
8,156,231,19.2,False
1,80,482,3.9,False
5,102,764,15.8,False
5,76,533,10.5,False
8,73,121,17.7,False
3,212,364,8.1,False
3,149,308,2.0,False
7,142,186,22.9,False
3,55,286,6.5,False
1,141,452,10.2,False
6,95,385,22.1,False
1,203,172,1.1,False
3,212,491,8.3,False
0,203,585,9.5,False
3,50,316,29.1,False
2,203,718,33.4,False
4,30,5,24.7,False
6,47,391,14.6,False
2,178,387,84.3,False
5,102,550,23.6,False
4,212,153,28.6,False
8,203,585,9.5,False
8,95,563,7.3,False
5,203,282,6.5,False
7,74,740,9.9,True
5,196,6,11.4,False
4,244,235,117.2,False
8,125,529,2.9,False
6,71,499,11.3,False
0,113,15,6.7,False
0,196,359,4.0,False
0,203,65,68.9,False
6,177,191,1.9,False
8,203,548,5.6,False
6,204,474,6.5,False
0,74,219,73.1,False
0,218,283,3.9,True
3,203,329,4.4,True
6,8,116,139.4,False
8,191,108,3.2,False
6,223,533,44.5,True
3,134,203,73.6,False
0,74,77,9.7,False
2,142,720,81.4,False
6,149,207,177.9,False
0,149,69,8.6,False
8,223,699,6.7,False
3,121,227,11.3,False
0,142,699,21.2,False
0,203,74,8.6,False
2,149,654,16.9,False
7,12,49,23.9,False
7,142,42,26.8,False
0,210,721,12.3,False
4,102,762,26.8,False
5,125,337,56.5,False
1,131,289,10.8,False
3,76,592,18.5,True
4,191,325,19.6,False
4,79,53,12.7,False
3,217,623,13.2,True
3,196,348,33.4,False
0,95,476,31.0,False
8,212,363,12.7,False
6,95,18,17.4,False
6,81,589,23.6,False
1,234,627,38.4,False
5,149,19,38.2,False
7,113,15,6.7,False
1,125,481,5.7,True
3,178,482,10.7,False
4,149,494,15.6,False
8,212,569,11.6,True
4,121,740,14.4,True
6,55,370,13.1,False
8,74,222,23.6,False
8,149,557,15.6,False
0,149,618,4.0,False
5,177,1,24.4,False
5,89,764,10.0,False
3,59,757,3.6,False
7,203,264,81.8,True
3,140,579,58.1,False
1,76,747,13.0,False
7,95,764,8.8,False
3,121,278,1.2,False
7,149,550,21.5,False
0,45,732,11.9,True
5,95,473,23.9,False
3,178,683,29.6,False
3,48,99,3.8,False
1,102,435,6.2,False
1,208,501,69.0,False
4,96,112,30.4,False
5,74,686,12.7,False
0,95,593,8.6,False
6,76,429,8.0,False
0,225,378,18.1,False
6,149,550,40.1,False
0,203,522,34.0,False
2,149,570,6.1,False
1,169,21,10.3,True
7,225,762,6.9,True
1,140,189,24.3,False
6,134,475,26.9,False
5,125,740,7.6,True
3,203,656,9.2,False
3,136,401,6.0,True
8,203,439,7.9,False
3,149,364,3.9,False
0,149,723,9.9,False
4,88,764,7.3,False
7,97,268,13.6,True
4,82,512,81.4,False
0,73,722,22.3,False
3,156,525,19.0,True
3,250,759,1.5,False
2,176,224,13.9,False
3,8,237,104.8,False
4,45,475,24.5,False
0,83,533,16.8,False
6,203,454,67.3,False
5,223,441,1.1,False
6,76,52,14.2,False
0,51,493,7.3,True
2,90,370,8.9,False
2,218,230,17.7,False
3,102,700,19.3,False
1,125,206,19.0,True
5,71,2,13.6,False
1,177,410,26.2,False
6,197,165,77.0,False
6,178,387,84.3,False
6,149,364,3.9,False
3,216,367,14.5,False
1,203,319,20.3,False
3,149,205,2.6,False
0,235,447,2.5,False
1,77,132,2.3,False
6,149,429,11.0,True
4,149,292,11.7,False
8,198,606,2.5,False
1,95,88,4.8,False
7,3,35,16.8,False
5,3,57,9.8,False
0,171,467,6.7,False
2,217,475,23.9,False
8,95,764,14.7,True
8,36,94,30.7,False
3,176,224,13.9,False
6,136,182,15.3,False
4,23,754,9.8,False
1,149,587,2.4,False
7,3,609,148.8,False
0,210,700,9.2,False
5,223,530,7.6,False
5,102,72,10.2,False
3,186,612,17.4,False
3,136,762,13.9,False
4,223,695,73.7,True
4,73,344,16.7,False
8,212,762,9.8,True
0,81,589,23.6,True
8,149,163,7.1,True
4,76,414,12.1,False
6,223,27,3.6,False
6,99,671,36.0,True
0,188,240,7.2,False
1,71,766,24.3,True
0,212,391,6.0,True
4,218,284,20.1,False
1,149,494,15.6,False
1,95,246,2.7,True
1,134,475,33.0,False
7,95,206,13.3,False
2,149,370,8.4,False
3,223,373,8.8,False
7,149,296,2.0,False
4,178,419,16.1,False
0,102,206,12.2,False
3,12,49,23.9,True
4,140,525,21.1,False
4,102,213,10.3,False
1,149,446,1.0,False
3,19,760,20.2,False
5,102,245,7.8,True
3,203,595,12.7,False
0,149,435,6.1,False
1,102,267,9.0,True
1,149,180,1.6,False
2,106,701,40.3,True
8,98,374,20.9,True
3,48,420,7.4,False
6,203,547,4.6,False
6,149,163,7.1,False
8,95,278,3.8,False
1,140,161,18.1,False
6,223,330,12.7,False
4,168,623,9.2,False
0,39,727,10.2,False
4,149,570,6.1,False
6,168,72,24.3,False
7,34,573,14.0,False
0,203,120,4.7,False
8,193,54,8.0,False
3,88,266,2.7,False
3,121,681,13.4,False
3,73,121,21.7,False
7,140,161,18.1,False
6,95,320,14.8,True
3,81,627,11.1,True
7,76,213,1.4,True
5,35,574,9.3,False
6,157,231,8.1,False
0,52,609,63.5,False
3,3,165,225.8,False
3,225,121,33.4,False
4,149,468,10.9,False
5,203,100,41.3,False
6,234,627,38.4,True
7,102,258,7.1,False
6,76,116,130.7,True
