Category,Genres,Director,Vote_Count,Popularity,Winner
1,74,217,211,10.327,False
3,56,280,133,8.978,False
3,54,449,23,3.491,False
1,149,319,69,5.896,False
0,90,440,68,9.376,False
0,132,684,5678,33.722,False
6,134,159,7290,25.863,False
3,76,505,520,12.434,False
1,203,408,213,10.515,False
4,223,533,4587,44.505,True
1,203,595,23,6.754,False
0,149,472,3468,43.867,True
1,76,670,1226,20.138,False
1,149,331,19,1.081,False
7,188,144,2562,20.672,False
1,102,439,95,7.591,False
0,99,435,176,7.68,True
1,203,31,737,8.879,False
2,102,766,4420,77.457,False
3,188,192,2694,20.29,False
5,76,592,2309,18.461,True
8,248,367,725,18.962,False
3,223,695,16003,73.675,True
1,203,139,34,2.563,True
0,203,231,10,2.988,False
8,149,488,346,18.537,True
4,194,27,102,8.798,False
4,35,750,14928,46.908,False
0,189,77,513,12.554,False
0,217,121,9657,31.65,False
8,203,595,117,9.51,False
1,203,180,8,1.499,False
0,141,517,250,8.653,False
7,102,676,48,4.947,False
2,218,152,20,2.814,False
1,202,509,10569,40.769,True
8,74,178,314,9.356,True
1,125,538,46,2.806,False
5,102,92,22,3.64,False
8,102,764,3741,18.944,True
1,227,384,1608,675.246,False
0,195,675,137,6.503,False
3,149,370,150,10.844,False
7,91,610,2633,19.547,False
0,157,474,49,6.958,False
3,196,359,37,4.032,False
1,74,237,533,15.036,False
6,76,16,80,6.617,False
1,203,511,42,2.6,False
0,76,561,183,7.799,False
2,142,386,16502,18.959,True
3,23,637,3956,31.879,False
0,203,504,1454,21.068,True
7,76,722,8744,32.733,False
6,76,264,2213,9.935,False
5,102,747,251,12.783,False
6,149,662,595,19.704,False
5,142,525,519,13.362,False
6,121,469,292,9.963,False
1,48,153,291,18.319,False
6,149,293,2,2.2,False
3,78,482,23,3.955,False
1,194,27,102,8.798,False
0,149,735,74,4.49,False
0,212,42,2201,21.558,False
7,53,612,322,12.785,False
8,73,723,8264,19.984,False
4,55,416,4272,43.628,True
0,106,101,3404,25.272,False
3,121,740,320,14.355,True
6,137,475,3431,57.295,False
2,12,545,6973,25.63,False
3,184,44,47,4.352,False
0,53,184,7674,36.37,False
7,172,550,2970,21.326,False
3,8,486,947,12.994,False
6,212,755,279,7.865,True
0,188,229,1163,10.847,False
3,76,695,16099,108.119,True
3,23,538,201,11.545,False
4,95,613,600,16.261,False
0,149,488,346,18.537,False
1,152,245,58,4.508,False
5,102,346,1417,23.946,False
3,64,223,489,14.608,False
6,203,550,3495,21.462,False
6,46,206,221,13.524,False
3,140,134,5004,25.665,False
7,71,2,9077,37.63,False
4,3,121,2076,29.493,False
6,102,394,157,6.812,False
0,214,675,1767,18.046,False
0,71,2,3355,13.559,False
1,212,153,157,8.751,False
7,113,278,20,4.111,False
0,71,443,2078,18.341,False
2,95,439,182,8.37,False
1,193,313,42,4.492,False
8,149,695,1798,20.528,False
4,203,282,61,6.527,False
3,71,642,60,3.447,False
4,242,629,49,3.909,False
2,88,424,5432,22.4,False
6,149,364,992,14.812,False
0,215,581,103,6.808,True
3,99,136,17022,95.59,True
4,102,665,913,768.016,False
1,136,762,142,6.224,False
8,2,138,6731,71.181,True
1,203,361,3090,21.733,False
3,56,398,70,6.402,False
3,3,765,1640,23.936,False
7,250,762,356,14.251,True
8,172,519,500,13.789,False
3,234,627,3314,38.44,False
5,88,544,4382,30.587,False
8,191,325,1504,19.598,True
6,95,261,8565,29.384,False
4,125,231,874,17.737,False
8,141,21,237,7.256,False
6,230,760,8031,69.708,False
2,218,3,1515,24.66,False
1,149,729,52,5.249,False
6,121,278,19,3.723,False
8,19,370,536,9.695,True
5,76,230,990,15.145,False
0,78,745,378,13.03,True
6,203,329,50,4.375,False
6,121,227,357,11.27,False
2,48,641,5445,35.272,False
0,142,186,1591,22.899,True
5,221,410,5649,28.98,True
2,76,641,1181,13.255,False
5,165,263,12193,37.113,False
0,203,193,664,9.803,False
4,91,610,2633,19.547,False
7,196,359,37,4.032,False
6,212,360,48,4.486,False
6,73,475,6878,41.875,False
0,76,641,1181,13.255,False
5,210,700,217,9.209,False
1,118,737,15,4.232,False
2,74,344,927,14.668,False
4,76,64,2304,19.442,False
3,213,99,37,5.666,False
3,149,19,3909,15.931,True
8,102,525,955,19.833,True
0,212,398,129,9.755,False
8,89,764,622,9.952,False
2,55,416,4272,43.628,True
4,76,692,11319,42.437,False
0,212,491,5511,31.099,False
6,212,762,657,12.042,True
2,37,486,521,11.856,True
3,226,617,1789,1515.687,False
4,89,764,622,9.952,False
3,149,55,7076,30.707,False
6,225,245,698,18.873,False
6,203,762,249,9.002,False
0,77,509,4279,28.892,True
6,125,764,3911,18.062,True
0,217,368,7940,51.292,False
4,95,764,878,8.763,False
8,89,764,622,9.952,True
8,178,697,26,2.581,False
0,34,208,339,15.0,False
0,76,40,352,10.594,False
2,177,533,2132,26.106,False
3,172,117,13,4.39,False
3,191,260,39,3.316,False
3,102,206,405,11.872,False
6,179,324,112,8.398,False
6,225,378,1423,18.066,True
8,88,327,2566,24.992,False
6,188,240,81,7.219,False
5,97,554,3666,26.899,False
0,149,18,1240,11.276,False
1,149,218,178,13.556,False
0,77,20,16,2.338,False
6,102,762,2063,26.838,False
6,135,207,17741,99.83,False
6,82,512,17128,81.408,False
4,76,7,1832,16.011,False
8,89,389,1607,21.007,True
7,218,721,7842,38.203,False
0,172,550,2970,21.326,False
0,102,740,205,10.24,False
1,172,30,1366,24.637,False
6,50,153,338,12.456,False
2,197,165,17926,77.01,False
6,191,498,667,12.45,False
5,102,500,2441,25.223,False
6,95,569,11427,63.938,False
8,136,491,400,9.745,False
6,100,449,183,10.489,False
6,107,579,26444,69.558,False
3,23,609,5788,53.98,False
8,74,68,363,7.834,False
8,83,218,147,10.047,True
4,3,762,2795,57.206,True
1,203,686,1167,19.549,False
3,88,282,1636,41.262,False
0,149,386,4270,23.087,True
3,212,184,2594,32.491,True
0,76,561,183,7.799,False
3,48,659,190,11.123,False
1,149,394,1550,17.733,False
3,51,286,244,7.855,False
4,102,231,166,9.544,False
7,73,695,15804,71.483,False
4,162,198,330,10.638,False
5,102,448,1489,11.506,False
4,225,378,1423,18.066,True
3,223,533,4587,44.505,False
3,149,273,27,2.636,False
3,83,153,3058,31.092,True
7,73,344,1764,16.69,False
6,102,507,2711,32.03,False
2,149,472,3468,43.867,False
5,136,231,67,4.947,False
6,142,694,2171,18.628,False
0,92,742,468,9.338,False
8,193,610,594,11.093,False
5,212,535,435,10.582,False
4,203,319,764,17.08,False
7,106,101,3404,25.272,False
5,223,452,661,13.568,False
4,134,203,20958,176.205,False
3,178,538,42,6.142,False
3,49,106,18,2.265,False
8,149,644,45,5.771,False
4,194,536,5571,29.191,False
5,223,533,4587,44.505,False
4,149,508,834,18.296,False
4,48,684,2851,26.265,False
7,140,91,10497,62.334,True
6,203,361,3090,21.733,False
4,197,165,17926,77.01,False
7,80,597,195,11.001,True
5,212,440,23,4.439,False
2,204,474,174,6.534,False
2,76,692,11319,42.437,True
3,212,762,257,9.775,True
1,70,464,1269,9.604,False
6,242,629,49,3.909,False
6,77,321,220,110.006,False
8,102,54,331,15.895,False
3,128,72,373,14.884,False
8,231,21,10179,45.715,False
7,28,226,4605,59.791,False
2,198,724,2651,23.59,False
7,102,18,1678,14.357,False
6,35,750,14928,46.908,False
0,136,231,67,4.947,True
1,90,698,21,3.051,False
4,203,47,691,16.593,False
3,125,482,15,1.405,False
0,125,690,431,12.03,False
7,248,367,61,6.527,False
0,33,20,12,1.283,False
3,203,282,61,6.527,False
3,102,72,1241,24.806,False
4,203,213,1876,15.8,False
1,149,695,2372,30.945,False
6,134,364,106,7.261,False
1,134,388,609,18.609,True
0,203,305,126,5.605,False
8,203,282,61,6.527,False
5,149,56,83,5.179,False
3,223,66,78,7.677,False
8,29,241,395,13.442,True
4,95,206,1064,13.293,False
1,213,182,54,5.091,False
0,76,695,3795,20.876,True
1,125,493,283,14.341,False
0,188,67,93,10.99,False
1,203,282,61,6.527,False
4,212,218,637,10.635,True
2,203,319,538,17.878,True
4,95,569,11427,63.938,False
6,121,740,320,14.355,True
5,218,303,1816,23.349,False
1,203,153,630,12.664,False
7,218,378,94,11.022,False
6,139,628,1892,18.88,True
8,234,627,3314,38.44,False
5,95,506,1141,13.604,False
1,149,662,223,10.742,False
0,191,742,72,8.264,False
4,149,435,137,6.132,False
7,149,509,163,8.677,False
2,149,695,1798,20.528,False
5,203,621,61,4.033,False
7,149,467,74,8.139,False
5,90,473,5205,24.874,False
4,149,431,1634,20.957,False
3,74,402,1174,12.031,False
4,218,762,200,9.848,False
5,149,56,6416,29.176,True
2,46,63,1060,12.625,False
4,102,159,12028,38.389,False
6,76,83,732,14.773,False
4,106,72,607,13.437,False
3,188,240,81,7.219,False
0,106,444,136,7.952,False
3,3,242,142,11.838,False
4,142,686,397,14.34,False
8,131,289,382,10.805,False
6,90,370,382,8.904,False
6,102,448,1489,11.506,False
7,38,261,9491,109.25,False
4,149,51,395,8.678,False
1,149,234,1,1.21,False
7,152,248,36,3.274,False
7,203,718,1020,33.359,False
6,193,77,890,12.797,False
0,223,182,334,12.898,False
1,99,136,17022,95.59,True
6,46,36,13126,44.533,False
2,149,111,3015,18.801,False
4,149,713,3303,21.295,False
6,177,410,4544,26.245,False
3,196,423,1406,23.987,False
4,140,72,1432,17.546,False
1,188,229,1163,10.847,False
5,223,490,3843,29.017,False
2,149,675,647,19.193,False
3,250,41,67,4.0,False
8,76,286,208,11.444,False
0,142,683,272,9.838,False
8,113,764,686,10.492,True
7,95,385,7173,22.103,True
3,203,719,614,8.894,False
4,134,159,7290,25.863,False
3,97,203,567,8.791,False
5,83,479,10234,85.728,False
7,142,155,4486,21.909,False
4,76,722,8744,32.733,True
7,76,622,909,12.375,False
0,79,53,304,12.73,True
6,176,224,835,13.896,False
3,203,708,1028,17.706,True
6,203,640,342,13.395,False
3,153,19,976,17.91,False
1,76,732,77,8.421,False
2,90,613,826,15.455,False
3,51,42,1792,24.255,False
4,203,316,25627,165.436,True
8,178,697,26,2.581,False
1,203,462,982,15.322,True
6,106,701,9640,40.297,False
8,134,718,353,11.163,False
6,76,561,183,7.799,False
4,149,111,3015,18.801,True
8,102,435,111,6.178,False
1,225,752,129,9.768,False
4,149,700,321,14.344,False
4,132,684,5678,33.722,False
3,50,153,338,12.456,True
3,223,440,812,19.264,False
6,194,27,102,8.798,False
3,102,621,69,5.46,False
0,223,348,5120,25.776,True
3,167,263,10615,62.826,True
2,149,580,24,46.946,False
1,46,63,1060,12.625,False
3,102,474,66,5.487,False
5,218,687,1363,14.668,False
2,90,350,4177,19.536,False
0,45,456,83,7.389,False
1,149,336,939,8.297,False
3,100,528,8,1.022,False
6,45,732,162,11.91,False
8,152,364,404,15.468,False
0,134,718,353,11.163,False
2,81,64,5201,33.722,False
7,217,368,7940,51.292,False
3,203,27,49,8.671,False
6,140,189,3278,24.309,False
1,218,90,105,7.931,False
5,102,507,2711,32.03,False
4,79,276,111,9.235,False
4,16,707,95,6.529,False
3,30,440,19,2.278,False
1,102,320,412,10.676,False
6,102,276,22,1.699,False
8,203,261,6325,42.382,False
4,198,460,11837,56.742,False
0,142,386,16502,18.959,True
3,83,533,1703,16.82,False
6,161,708,3082,24.843,False
6,44,440,88,6.343,False
8,136,182,138,15.296,False
3,79,276,111,9.235,True
4,149,488,346,18.537,False
1,149,767,12,1.581,False
7,96,240,757,19.551,True
3,210,139,90,7.401,False
3,21,116,21163,59.506,False
6,149,415,5873,33.474,False
7,229,157,126,6.319,False
7,118,74,415,6.876,False
0,76,27,1008,20.979,False
8,36,94,2779,30.654,False
3,102,298,8,1.187,False
0,218,344,90,6.982,False
6,203,282,61,6.527,False
6,79,641,10276,47.709,True
7,80,484,412,15.645,False
0,134,475,12401,58.686,False
7,125,135,21,2.999,False
8,102,206,405,11.872,False
8,140,9,1668,26.657,False
1,142,13,3136,13.24,False
6,76,276,23,3.073,False
6,203,319,764,17.08,False
0,95,76,7,1.99,False
3,169,21,889,18.506,False
4,78,745,378,13.03,False
7,102,72,307,10.164,True
6,102,502,3270,20.394,True
1,220,315,461,13.199,False
1,99,686,218,11.583,False
1,12,49,1630,23.922,False
8,149,561,25,3.772,False
5,74,757,29,4.163,False
7,140,538,1008,20.979,False
3,102,72,146,10.437,False
4,51,218,52,5.249,False
6,76,757,44,4.698,False
6,203,683,89,7.131,False
1,203,180,141,5.28,False
3,161,270,47,7.553,False
1,144,675,116,8.698,False
3,238,21,1514,20.535,True
2,127,769,400,8.18,False
7,149,467,15,2.046,False
3,51,276,23,3.384,False
1,203,504,1454,21.068,False
7,76,218,440,10.687,False
8,203,325,235,13.118,False
4,83,467,75,6.769,False
3,203,291,113,11.735,False
0,71,499,1145,11.305,False
7,142,475,15055,69.617,False
6,149,581,182,8.603,False
6,203,304,35,2.154,False
1,74,408,30,4.206,False
3,71,766,5529,24.253,False
3,3,36,3233,25.413,True
0,76,496,1830,19.864,False
5,198,549,1335,10.295,False
4,149,415,5873,33.474,False
6,95,206,84,5.872,False
3,44,440,88,6.343,False
1,149,740,127,6.635,False
6,37,598,180,12.13,False
5,161,198,2305,16.526,False
7,133,643,787,13.366,True
0,223,695,16003,73.675,False
6,199,203,8322,61.249,False
1,142,551,1873,11.78,False
3,173,594,13,3.886,False
4,97,679,4398,26.372,False
8,36,610,4250,17.517,False
2,216,19,7175,36.534,False
4,223,21,435,10.556,False
4,98,374,3005,20.851,False
5,95,261,8565,29.384,False
1,102,665,913,768.016,False
2,76,496,1830,19.864,False
3,199,203,8322,61.249,True
8,203,78,523,8.208,False
3,175,594,50,5.355,False
5,68,33,18955,84.364,False
6,198,640,3858,29.814,False
0,149,274,128,7.455,False
1,149,487,507,11.431,False
7,14,747,938,14.388,False
7,149,368,85,6.066,False
2,199,203,8322,61.249,False
8,149,507,67,5.191,False
8,149,520,659,16.706,False
1,34,334,2495,14.597,False
5,102,686,267,13.276,False
3,142,683,272,9.838,True
1,149,19,3909,15.931,False
0,97,278,621,10.329,False
6,202,509,10569,40.769,True
7,76,743,29,4.799,False
4,191,742,72,8.264,False
4,102,206,405,11.872,True
4,77,705,2001,18.529,False
2,149,51,395,8.678,False
1,95,183,21,2.435,False
4,95,13,12870,35.672,True
6,70,680,7558,20.806,False
4,149,602,5186,21.879,False
5,212,268,188,10.433,True
1,203,739,55,4.801,False
0,102,258,352,7.07,False
1,203,231,130,7.08,False
4,240,394,619,10.973,False
7,180,176,586,12.627,False
7,203,739,55,4.801,False
1,203,704,18,3.408,False
8,142,686,397,14.34,False
7,218,611,3675,37.115,False
6,134,475,12401,58.686,False
8,102,513,110,8.041,False
6,210,569,1701,19.852,False
2,134,582,889,18.46,False
2,40,239,71,5.958,False
5,35,60,28,2.504,False
3,149,739,46,4.445,False
1,149,543,5,0.498,False
8,212,360,48,4.486,False
0,141,491,21,4.124,False
2,67,433,14789,94.055,False
3,173,562,75,6.822,False
0,196,21,1777,21.161,False
8,175,595,178,11.671,True
3,203,640,342,13.395,True
1,102,10,33,4.223,False
5,37,147,70,4.334,False
2,38,261,9491,109.25,False
6,149,675,647,19.193,False
1,198,640,3858,29.814,False
6,99,136,17022,95.59,False
5,74,475,5372,27.62,False
6,73,64,1469,10.504,False
8,133,478,1884,21.245,False
1,125,231,874,17.737,False
6,134,621,2631,29.384,False
6,188,144,2562,20.672,False
7,76,59,8314,27.233,False
7,250,41,942,23.678,False
7,113,529,122,9.439,False
4,203,305,126,5.605,False
2,76,695,3795,20.876,False
1,80,592,274,8.796,False
2,113,748,405,9.478,False
6,39,727,216,10.236,True
6,71,2,3355,13.559,False
1,95,252,17,2.363,False
7,195,675,137,6.503,False
1,188,718,1283,26.186,False
8,34,334,2495,14.597,False
1,149,508,834,18.296,True
8,24,276,39,4.88,True
7,34,666,9566,36.634,False
3,52,380,91,8.08,False
1,149,746,926,17.64,False
1,203,186,272,11.481,False
5,89,103,2179,19.306,False
8,91,610,2633,19.547,False
3,149,265,107,8.753,False
2,178,181,4007,67.757,False
1,152,520,409,11.806,False
7,76,264,2213,9.935,False
0,118,72,3509,29.066,False
4,189,77,513,12.554,False
8,102,18,1678,14.357,False
0,223,47,21,7.799,False
3,41,436,1493,21.594,False
6,149,394,1550,17.733,True
3,136,648,12,3.593,False
1,203,20,49,4.687,True
4,102,258,352,7.07,False
0,149,570,68,6.115,False
2,125,18,1075,17.174,False
6,20,639,19,1.388,False
0,76,709,2873,24.096,False
6,225,294,27,2.583,False
0,102,94,3316,31.908,False
8,203,395,133,6.297,False
1,203,36,1694,48.097,False
8,95,508,314,10.568,False
8,203,55,1137,12.403,True
7,217,368,7940,51.292,False
3,112,244,157,9.245,False
8,188,729,43,4.19,False
6,141,452,271,10.171,False
0,71,560,11769,76.166,False
5,19,763,1602,24.659,False
5,125,659,57,5.627,False
1,88,15,19,2.728,False
1,217,121,9657,31.65,True
8,80,359,36,5.189,False
6,149,419,27,6.111,False
5,177,533,358,14.181,False
8,178,683,804,29.569,False
0,203,119,117,12.635,False
2,149,468,467,10.897,True
6,140,121,6741,29.089,False
7,218,367,198,9.763,False
0,113,748,405,9.478,False
7,80,641,2210,22.729,False
8,95,385,7173,22.103,False
1,91,610,2633,19.547,False
7,36,49,632,9.731,False
1,149,700,321,14.344,False
1,203,180,12,1.926,False
4,76,276,23,3.073,False
1,149,695,1798,20.528,False
3,149,329,67,6.055,False
3,193,77,890,12.797,True
8,203,27,49,8.671,False
7,192,68,1008,23.165,False
0,149,56,6416,29.176,True
6,104,570,259,9.356,False
7,149,305,45,6.351,False
0,149,343,2305,43.589,False
8,149,13,3765,19.227,False
6,203,672,20,2.386,False
1,203,752,5,0.808,False
2,194,202,3231,32.04,True
8,102,547,40,3.661,False
1,102,741,516,10.968,False
7,155,614,2231,18.511,False
3,142,192,12146,78.758,False
3,203,610,3096,24.691,True
3,149,90,261,11.935,False
3,212,251,2264,45.849,False
0,81,474,33,2.458,False
5,134,379,2012,29.339,False
8,75,245,352,20.527,True
6,203,180,310,12.329,True
8,55,416,4272,43.628,False
1,80,403,2017,13.599,False
5,102,502,3270,20.394,False
3,178,708,3023,32.83,False
7,95,764,1056,14.661,True
3,149,581,182,8.603,False
6,102,231,166,9.544,False
7,149,739,321,14.344,True
2,95,614,304,13.156,False
4,149,614,163,8.851,False
0,142,43,5990,38.926,True
4,127,769,400,8.18,False
1,212,655,218,12.491,False
3,203,719,3723,26.714,False
7,225,474,312,14.328,True
5,188,718,1283,26.186,False
7,83,218,24,5.662,False
6,76,667,1538,20.633,False
7,79,276,111,9.235,False
4,210,569,1701,19.852,False
5,142,350,8157,30.898,True
6,212,268,188,10.433,False
6,149,472,3468,43.867,False
6,57,695,11269,50.319,False
0,3,13,18212,74.069,True
1,76,212,70,9.628,False
6,188,468,110,8.953,False
4,73,56,391,12.034,False
4,203,186,252,8.895,True
6,92,742,468,9.338,False
0,203,740,255,8.304,False
1,95,382,1489,11.363,False
7,71,560,11769,76.166,True
5,134,159,7290,25.863,False
6,83,218,306,13.091,False
6,77,268,73,5.501,False
2,149,414,476,12.231,False
7,19,763,1602,24.659,False
6,149,218,178,13.556,False
4,209,119,274,7.687,False
7,203,683,89,7.131,False
6,140,231,493,16.185,False
3,241,413,111,13.517,False
7,76,7,1832,16.011,True
4,149,13,3765,19.227,False
7,44,290,466,20.441,False
8,149,296,33,1.999,False
1,102,620,14,0.803,False
0,223,490,3843,29.017,False
4,149,675,647,19.193,False
6,203,245,388,9.175,False
1,95,553,1734,12.668,False
8,217,56,595,13.269,False
6,51,627,251,14.315,False
5,90,167,370,10.114,False
6,77,640,9306,64.795,False
1,149,450,1308,13.005,False
3,203,7,858,12.255,False
1,95,683,847,13.567,True
4,102,258,114,8.283,False
1,203,261,6325,42.382,False
4,95,261,8565,29.384,False
2,71,668,479,6.08,False
3,44,276,84,11.767,True
3,249,412,945,22.412,True
2,223,763,2240,29.132,False
3,120,278,12,1.694,False
4,217,121,9657,31.65,True
0,76,429,89,7.249,False
2,102,547,40,3.661,False
4,55,364,1121,23.577,False
6,74,334,8505,24.949,False
6,95,13,12870,35.672,True
8,136,359,72,8.562,False
7,18,62,6255,45.652,False
4,146,684,12967,40.699,False
7,217,362,64,4.934,False
4,203,205,31,2.302,True
2,149,256,81,60.818,False
8,140,231,493,16.185,False
1,149,614,163,8.851,True
6,203,686,1167,19.549,False
6,203,756,215,10.826,False
6,76,692,11319,42.437,True
2,95,134,598,14.971,False
3,149,736,14,2.04,False
7,136,182,138,15.296,False
3,45,97,464,15.102,False
3,7,124,118,6.953,True
3,212,440,23,4.439,False
1,149,561,25,3.772,False
6,6,491,233,13.985,False
3,168,72,2620,24.252,False
0,48,659,190,11.123,False
