Category,Genres,Director,Vote_Count,Popularity,Winner
8,225,245,698,18.873,False
1,203,169,3258,37.852,False
7,55,286,89,6.479,False
7,74,677,1291,10.631,False
3,9,656,15275,42.36,False
7,76,695,1297,2.952,False
0,178,683,804,29.569,True
0,149,186,1366,18.206,False
7,212,535,435,10.582,False
0,142,148,3371,26.461,False
3,232,645,291,10.281,False
8,29,241,395,13.442,False
3,48,275,5,2.578,False
1,218,434,9229,19.668,True
6,203,428,3293,15.065,False
1,102,764,3441,14.023,True
6,149,695,1798,20.528,False
6,191,742,72,8.264,False
0,44,380,144,9.145,False
1,73,418,1337,14.381,True
4,71,766,5529,24.253,False
3,29,467,328,15.612,False
4,76,65,1711,23.141,True
0,178,683,804,29.569,False
5,26,21,392,11.938,False
7,10,612,1207,24.421,False
3,149,584,31,5.273,False
0,102,39,138,7.4,False
0,26,25,138,7.815,False
0,74,150,1615,15.078,False
2,71,519,238,11.753,False
8,225,117,22,2.638,False
4,51,370,961,15.322,False
0,193,722,5298,35.766,False
4,80,414,1504,17.871,False
3,76,695,1297,2.952,False
8,203,54,279,16.814,False
8,102,474,17,2.63,False
1,242,629,49,3.909,True
6,69,225,10018,99.42,False
1,203,621,61,4.033,False
8,3,754,73,8.702,False
8,95,430,597,13.629,False
1,80,322,10565,26.021,False
3,74,696,440,17.076,False
8,149,695,1798,20.528,False
5,113,764,686,10.492,False
2,46,564,24579,167.106,True
8,125,110,43,5.38,False
7,71,508,1493,17.95,False
0,76,695,16099,108.119,False
1,203,38,460,12.337,False
4,149,394,1550,17.733,True
3,192,398,38,4.422,False
0,123,188,249,11.395,True
7,134,203,12647,112.575,False
8,203,296,204,11.169,False
3,191,406,588,21.032,False
2,149,509,163,8.677,False
0,210,569,1701,19.852,False
4,206,378,120,8.645,False
0,149,370,94,8.05,False
1,80,495,218,8.865,False
6,196,685,3129,41.677,False
6,223,182,334,12.898,False
5,35,750,14928,46.908,False
7,205,595,43,8.514,False
8,194,375,1712,15.677,False
4,203,204,679,20.926,False
2,178,708,3023,32.83,False
0,203,631,27783,127.926,True
1,203,467,16,3.126,False
2,153,571,1509,16.901,False
1,193,273,141,7.572,False
3,203,762,351,12.994,False
7,13,159,4376,25.258,True
6,125,191,386,13.714,False
5,102,320,412,10.676,False
0,149,508,834,18.296,False
4,95,473,2820,23.945,False
1,241,413,111,13.517,True
0,119,93,40,3.214,False
7,186,612,1060,17.447,False
6,247,128,541,11.138,False
7,212,360,48,4.486,False
4,142,192,12146,78.758,True
1,95,88,1600,22.027,True
2,71,2,9077,37.63,True
8,203,319,764,17.08,False
1,11,595,45,5.995,False
7,136,370,482,11.127,False
3,84,106,67,3.726,False
6,90,312,1103,307.828,False
3,3,569,3187,30.397,True
3,186,612,257,10.917,False
1,102,258,352,7.07,False
5,126,240,89,15.659,False
6,75,462,3557,18.759,False
5,240,116,15027,56.423,False
3,76,83,732,14.773,False
3,198,494,1029,20.008,False
8,134,475,12401,58.686,False
5,76,264,2213,9.935,True
8,203,186,252,8.895,True
4,169,539,809,13.407,False
1,149,565,51,4.869,True
5,134,587,7,2.776,False
2,77,487,257,11.622,False
4,212,491,5511,31.099,True
5,67,371,18567,136.657,False
3,198,640,3858,29.814,False
3,203,319,538,17.878,False
0,74,344,927,14.668,True
2,149,588,641,14.119,False
5,73,477,30,2.479,False
5,143,236,154,8.512,False
7,140,725,1754,17.071,False
2,102,159,12028,38.389,False
1,90,473,10162,27.261,True
8,104,570,259,9.356,False
1,203,762,197,8.102,True
3,78,627,223,5.793,False
0,134,475,6673,26.93,False
7,150,548,90,6.585,False
4,149,218,178,13.556,False
4,125,435,309,8.639,True
1,149,729,18,1.397,False
8,225,192,5285,23.289,False
7,95,320,762,14.768,True
1,74,677,1291,10.631,False
6,102,72,2353,22.928,True
3,30,5,1567,24.677,False
3,76,184,1629,19.988,True
4,203,659,43,4.25,False
6,142,386,16502,18.959,True
0,141,452,271,10.171,False
8,149,98,1621,26.222,False
3,203,744,22,2.039,True
3,13,407,877,17.644,False
3,149,270,11,2.05,False
0,76,286,208,11.444,True
2,102,114,2223,17.52,False
1,193,538,82,7.153,False
7,106,157,28,5.031,False
6,156,525,574,19.049,False
8,140,134,5004,25.665,True
3,223,90,70,8.136,False
5,36,750,5873,21.028,False
1,13,409,800,17.477,False
3,95,608,24,2.294,False
6,26,21,392,11.938,False
2,95,18,2804,17.407,True
6,185,125,3578,1078.969,False
4,50,153,338,12.456,False
5,198,460,11837,56.742,False
6,54,695,3422,23.585,False
3,203,537,428,9.635,False
6,48,153,291,18.319,False
2,48,684,2851,26.265,False
3,149,659,38,3.768,False
0,106,72,607,13.437,True
1,149,675,110,7.723,True
7,119,122,159,13.361,False
3,178,590,210,14.111,False
1,213,421,169,10.648,False
5,102,320,3800,24.545,False
1,149,258,7,1.508,False
6,203,762,129,6.578,False
4,185,125,3578,1078.969,False
6,76,712,9798,98.16,False
6,102,18,1678,14.357,False
5,188,123,39,3.365,True
6,0,695,12567,1520.298,False
3,102,245,105,9.837,False
3,203,683,89,7.131,True
8,95,683,847,13.567,False
6,191,491,27,4.252,False
6,198,460,11837,56.742,False
5,98,374,3005,20.851,True
5,89,190,25,1.609,False
3,54,153,2120,22.907,True
6,55,364,1121,23.577,False
2,223,684,10600,58.585,False
5,130,578,106,5.393,False
0,76,692,11319,42.437,False
5,212,469,21,3.078,False
6,38,261,9491,109.25,False
7,76,757,21,2.499,False
3,188,718,1283,26.186,False
4,95,558,1648,16.452,False
8,80,68,468,10.943,False
5,95,522,966,12.038,False
6,7,492,754,17.884,False
5,102,268,216,8.846,False
6,212,208,116,5.851,True
7,53,184,7674,36.37,False
4,73,627,102,8.56,False
3,97,394,313,8.596,False
3,113,748,405,9.478,False
5,76,370,70,5.031,False
3,191,211,222,8.594,False
6,102,258,114,8.283,False
4,73,723,8264,19.984,False
8,212,762,257,9.775,False
4,140,394,87,7.522,False
3,0,695,12567,1520.298,False
3,119,108,47,4.042,False
1,90,231,35,3.438,False
0,203,454,12163,67.331,False
0,177,191,3,1.916,False
1,136,491,400,9.745,True
1,212,360,48,4.486,False
3,96,117,27,3.737,False
0,203,550,3495,21.462,False
1,203,718,1020,33.359,False
5,104,570,259,9.356,True
3,149,644,311,13.836,False
7,95,569,18559,70.686,False
4,0,695,12567,1520.298,False
4,188,240,81,7.219,False
3,2,683,596,15.415,False
3,99,435,176,7.68,False
8,142,156,826,14.255,False
0,81,525,1401,17.94,False
4,140,154,3364,38.243,False
6,203,261,6325,42.382,False
5,198,203,1769,19.461,False
8,90,370,382,8.904,True
0,77,106,46,5.837,False
0,13,121,12924,60.585,False
8,73,367,302,15.802,False
3,75,245,352,20.527,True
3,203,316,25627,165.436,True
1,217,445,109,7.203,False
5,134,129,320,12.381,False
4,104,570,259,9.356,False
3,43,609,3448,34.597,False
6,218,3,1515,24.66,False
2,203,361,3090,21.733,False
3,67,631,5744,38.124,False
3,191,325,1504,19.598,False
0,73,56,391,12.034,False
1,149,468,127,8.97,False
5,95,342,347,220.363,False
7,80,495,218,8.865,False
4,142,186,1591,22.899,True
2,74,402,1174,12.031,False
7,142,656,3661,20.302,False
7,125,690,431,12.03,True
8,203,316,25627,165.436,False
1,157,249,1237,19.375,False
5,149,265,29,4.642,False
7,76,695,3795,20.876,False
3,138,595,150,9.849,False
7,203,656,3830,34.2,False
1,196,21,1777,21.161,False
3,211,163,20,4.114,False
0,194,536,5571,29.191,False
2,99,671,2279,36.013,True
5,125,493,283,14.341,True
0,76,359,22,1.812,False
3,32,650,181,7.469,False
0,76,230,990,15.145,False
3,199,397,16,1.559,False
8,102,282,661,21.842,False
2,27,321,19397,64.115,False
3,98,258,9,1.703,False
7,212,107,48,9.7,False
6,74,554,2567,35.718,False
1,74,49,299,14.474,True
6,95,683,847,13.567,False
3,203,216,1,0.88,False
8,121,682,3176,32.366,False
0,203,186,252,8.895,False
0,77,664,653,10.28,True
6,149,654,1281,16.878,False
5,95,579,13610,63.654,False
5,149,741,248,12.746,False
1,203,248,12,1.323,False
2,149,450,1308,13.005,False
3,113,15,105,6.696,False
0,3,609,19291,148.769,True
4,81,290,922,17.595,False
1,95,439,182,8.37,False
8,102,700,1758,19.344,True
3,193,108,54,5.323,False
7,19,29,4296,31.351,True
7,55,370,1214,13.053,True
4,141,517,749,12.99,False
7,142,579,6392,32.023,False
5,208,679,14348,46.642,True
6,87,307,23,1.235,False
7,107,579,26444,69.558,True
7,203,115,11,3.285,False
3,149,695,1798,20.528,False
8,142,186,1591,22.899,True
0,99,136,17022,95.59,False
5,196,553,1307,16.468,True
3,142,186,1591,22.899,True
3,212,27,18,2.461,False
0,102,508,3365,27.519,False
6,134,203,12647,112.575,True
2,102,621,69,5.46,False
8,203,482,102,9.28,False
3,51,606,178,10.07,False
6,203,732,68,5.148,False
4,90,370,382,8.904,False
1,165,263,12193,37.113,False
2,142,475,15055,69.617,True
0,198,181,1064,255.206,False
0,203,13,1108,11.622,False
3,134,475,6673,26.93,False
0,203,400,84,10.724,False
3,169,539,809,13.407,True
6,193,722,5298,35.766,False
5,67,34,19405,105.138,False
4,63,684,11648,56.902,False
1,8,316,9910,80.292,False
4,196,685,3129,41.677,False
5,66,81,17787,81.116,False
4,76,592,2309,18.461,True
7,138,675,311,11.025,False
1,203,386,568,9.102,False
1,218,145,14584,61.749,True
7,168,623,219,9.18,False
3,179,364,132,9.005,False
5,95,56,282,13.959,False
6,76,104,117,12.635,False
2,73,1,3733,20.107,False
8,72,108,54,4.923,True
6,73,56,391,12.034,False
7,98,374,3005,20.851,False
7,198,549,272,8.386,True
6,223,695,16003,73.675,False
6,76,622,909,12.375,False
4,88,478,311,13.836,False
3,149,207,27639,177.889,False
3,250,158,19,2.931,False
7,203,180,87,9.397,False
2,74,68,363,7.834,True
1,198,394,285,8.298,False
1,71,131,5845,23.399,False
3,225,470,216,13.077,False
1,102,245,147,7.792,False
2,141,142,10632,30.729,True
8,149,383,1356,26.406,False
7,73,475,6878,41.875,False
8,74,344,927,14.668,True
7,83,153,3058,31.092,False
3,100,293,24,2.495,False
5,171,623,104,6.688,False
1,212,42,2201,21.558,False
6,13,321,8100,52.669,False
7,1,684,2162,42.027,True
3,80,700,1379,15.998,True
5,188,292,614,12.099,False
3,102,547,94,10.735,False
5,149,550,3171,24.708,False
0,126,521,88,9.702,False
7,95,579,13610,63.654,True
4,179,324,112,8.398,False
3,51,768,94,11.722,False
6,70,475,24247,122.523,False
0,77,321,220,110.006,False
4,40,440,22,2.08,True
3,72,108,42,4.492,False
1,218,634,241,9.709,False
7,76,64,2304,19.442,False
4,142,350,8157,30.898,False
0,134,579,28256,120.342,False
1,102,245,53,4.026,False
4,157,231,136,8.121,False
0,140,231,493,16.185,False
6,149,13,3765,19.227,False
0,149,109,1459,36.483,False
1,217,623,980,13.18,False
3,225,325,2693,25.573,False
4,125,206,1270,19.028,True
0,214,675,1767,18.046,True
4,97,191,223,9.938,False
8,99,613,401,9.895,False
3,203,36,1694,48.097,False
3,108,491,63,6.52,False
7,75,245,352,20.527,False
7,203,508,3453,24.326,False
6,76,22,17,3.848,False
3,56,455,269,13.37,True
7,102,72,2353,22.928,False
7,102,525,955,19.833,False
2,149,706,22,3.747,False
3,86,32,5,0.73,False
6,172,394,211,10.595,False
0,203,595,764,12.745,False
5,51,627,53,8.512,False
7,188,136,15342,91.917,True
8,102,511,25,2.943,False
5,107,579,26444,69.558,True
1,193,77,890,12.797,True
3,95,13,12870,35.672,True
8,149,19,3909,15.931,False
6,192,629,130,11.766,True
5,149,198,687,11.354,False
6,146,684,12967,40.699,False
4,165,263,12193,37.113,True
0,95,56,947,16.888,False
0,149,415,5873,33.474,True
6,149,84,115,191.374,False
0,188,144,2562,20.672,False
1,149,95,129,12.724,False
4,225,192,5285,23.289,False
3,149,509,163,8.677,False
7,149,602,5186,21.879,False
5,95,569,11427,63.938,True
6,178,683,804,29.569,False
5,113,641,1360,21.745,False
6,196,348,4258,33.435,False
1,102,320,3800,24.545,True
7,152,245,58,4.508,False
8,213,659,15,3.427,False
1,102,508,3365,27.519,False
4,134,621,2631,29.384,False
4,102,355,196,7.477,False
0,149,581,182,8.603,True
6,139,695,1577,18.027,False
2,203,428,1168,17.956,True
0,134,203,20958,176.205,True
1,149,422,1220,18.29,False
2,77,640,9306,64.795,True
3,136,762,126,7.502,False
1,125,435,309,8.639,False
6,102,449,19,3.467,False
8,73,609,5495,33.713,False
2,149,383,1356,26.406,False
6,102,282,169,12.37,False
2,203,55,1137,12.403,False
6,77,664,653,10.28,False
4,47,391,202,14.561,False
2,100,192,4055,38.42,False
7,142,43,5990,38.926,False
1,77,651,1179,12.584,True
6,102,364,535,15.559,False
8,76,722,8744,32.733,False
7,99,671,2279,36.013,True
5,125,163,171,9.069,False
3,102,762,2063,26.838,False
1,203,660,120,8.095,False
0,125,764,3911,18.062,False
3,119,293,7,3.235,False
1,102,231,166,9.544,True
4,212,762,257,9.775,True
4,136,182,138,15.296,False
2,203,585,320,9.481,False
3,154,99,217,29.187,False
3,171,467,90,6.688,False
6,113,764,7312,30.581,False
3,149,468,127,8.97,False
8,149,133,7,1.448,False
8,71,766,5529,24.253,False
6,48,641,5445,35.272,False
5,218,631,6019,28.326,False
2,118,74,415,6.876,False
3,76,747,333,12.98,True
8,97,710,1349,13.793,True
6,81,290,922,17.595,True
4,142,405,2611,52.118,False
3,74,150,1615,15.078,True
5,115,601,682,13.887,False
7,30,182,46,4.445,False
5,165,341,5598,43.147,True
0,80,322,10565,26.021,True
7,218,687,1363,14.668,True
7,30,768,133,10.554,False
6,74,694,3237,30.243,False
8,102,326,3657,20.442,False
8,138,311,25,2.596,False
0,102,577,470,9.154,False
6,191,83,11704,38.213,False
1,134,718,353,11.163,False
2,217,121,9657,31.65,False
4,212,398,129,9.755,False
3,23,116,16583,56.122,False
8,77,404,14,2.075,False
2,203,454,12163,67.331,True
6,175,594,50,5.355,False
0,97,268,995,13.551,False
2,203,291,113,11.735,False
7,223,762,119,7.67,False
4,95,505,655,12.215,False
5,125,690,431,12.03,False
3,169,96,1885,19.078,True
1,203,173,113,5.733,False
7,223,441,5,1.081,False
8,203,264,12535,81.848,False
5,218,79,18581,109.921,True
1,203,475,465,9.883,True
3,3,545,1766,17.279,False
7,96,112,2902,30.399,False
6,198,203,1769,19.461,False
7,71,715,2331,12.344,True
2,149,207,27639,177.889,False
4,134,203,6268,73.636,False
0,102,72,2353,22.928,False
6,193,740,582,12.24,True
1,203,511,27,4.184,True
6,102,355,196,7.477,False
1,76,104,55,5.297,False
1,203,347,27,4.994,False
6,149,431,1634,20.957,False
1,74,487,590,13.514,False
6,99,278,24,1.433,False
4,149,656,12137,33.125,True
1,225,613,398,10.541,False
6,77,91,16951,49.995,False
6,48,684,2851,26.265,False
3,74,222,6580,23.618,False
0,74,475,5372,27.62,False
0,74,509,1128,11.761,False
7,203,749,350,9.567,False
1,149,520,659,16.706,False
3,203,348,2287,23.883,False
1,134,399,391,9.608,False
6,44,99,1636,41.262,False
8,136,661,289,9.065,False
0,3,762,2795,57.206,True
4,192,419,30,2.503,False
2,203,685,1734,15.055,False
1,217,368,7940,51.292,False
1,149,461,981,12.929,False
4,74,402,1174,12.031,False
1,203,453,50,5.7,True
8,198,595,112,7.335,False
0,76,414,377,12.118,False
4,102,577,470,9.154,False
1,149,73,1068,11.689,False
3,51,277,90,9.181,False
7,76,732,77,8.421,False
2,149,461,981,12.929,False
0,203,762,129,6.578,False
5,177,410,4544,26.245,False
8,191,663,1059,11.92,False
2,76,65,1711,23.141,True
6,165,341,5598,43.147,False
3,76,496,1830,19.864,False
5,40,465,48,6.694,False
8,14,699,135,10.107,False
4,2,138,6731,71.181,True
3,73,367,302,15.802,False
1,149,761,8,0.995,False
7,212,491,5511,31.099,False
1,149,377,51,4.877,False
3,57,598,448,9.764,False
5,102,764,3441,14.023,False
3,26,21,392,11.938,False
5,102,505,459,9.482,False
5,125,163,151,6.234,False
0,168,72,597,12.19,True
5,149,415,5873,33.474,True
3,225,474,312,14.328,True
1,210,139,90,7.401,True
8,149,55,7076,30.707,False
4,203,153,630,12.664,False
3,51,197,161,6.926,True
2,90,694,1279,16.348,False
8,149,618,43,3.998,False
6,83,533,1703,16.82,False
7,125,185,89,6.798,False
8,140,59,3794,26.836,False
8,212,364,109,8.14,False
6,225,192,5285,23.289,False
8,217,445,88,7.115,False
7,22,368,4235,47.97,False
6,95,764,1056,14.661,False
3,168,72,597,12.19,False
8,163,12,270,11.725,False
7,203,231,30,6.902,False
2,203,319,1326,20.279,False
3,73,239,2218,22.907,True
3,140,150,7026,40.262,False
3,194,581,36,3.982,False
6,46,564,24579,167.106,True
7,105,350,1683,13.782,False
1,80,523,2092,20.964,False
7,156,96,432,17.263,False
1,81,474,33,2.458,False
2,149,565,51,4.869,False
1,54,370,128,7.55,False
0,149,70,786,13.746,False
6,203,208,13,2.175,False
4,207,210,55,4.307,False
0,193,231,301,11.487,False
8,38,261,9491,109.25,False
6,142,247,42,4.173,False
1,74,1,635,11.035,False
5,211,198,1071,10.945,False
0,74,689,7,0.594,False
5,102,355,196,7.477,False
0,102,282,169,12.37,True
5,95,702,390,10.958,False
2,140,161,1783,18.106,False
8,149,364,992,14.812,True
6,165,263,12193,37.113,True
5,11,595,401,11.516,True
3,191,83,11704,38.213,False
8,134,159,7290,25.863,False
3,212,360,48,4.486,False
3,196,337,1213,14.072,False
1,149,133,7,1.448,False
6,80,672,19,2.063,False
8,203,428,3293,15.065,False
3,76,667,1538,20.633,False
5,95,505,390,8.504,False
7,203,36,7032,50.911,False
1,98,374,3005,20.851,True
8,102,159,12028,38.389,False
0,99,764,506,9.909,False
7,102,762,2063,26.838,False
3,225,294,27,2.583,False
7,223,533,4587,44.505,False
6,30,656,12542,45.996,False
7,140,538,1008,20.979,False
8,212,733,4061,44.075,False
8,73,64,1469,10.504,False
6,225,245,615,16.537,False
1,149,426,987,15.905,False
3,99,691,335,9.716,False
2,80,322,10565,26.021,False
1,161,140,42,3.337,False
6,189,77,513,12.554,False
1,149,329,67,6.055,True
7,244,235,20840,117.248,False
0,160,117,94,7.066,False
0,118,285,9,1.417,False
0,149,163,112,7.058,True
7,48,166,1970,19.51,False
0,225,245,698,18.873,False
6,223,276,144,9.702,False
1,194,525,130,7.784,False
7,23,538,201,11.545,False
4,141,142,10632,30.729,True
6,102,326,3657,20.442,False
5,217,368,7940,51.292,False
8,106,613,1035,20.866,False
4,223,440,812,19.264,True
8,88,544,4382,30.587,False
2,32,518,9563,45.485,False
6,102,245,53,4.026,False
3,102,511,17,2.328,False
2,74,77,263,9.717,False
0,76,402,1465,16.308,False
8,73,475,13065,81.624,False
3,218,378,94,11.022,False
7,73,9,1713,21.146,False
5,134,699,465,11.178,False
7,177,533,2132,26.106,False
1,149,468,467,10.897,True
8,80,474,23,2.763,False
5,76,508,324,14.317,False
3,197,165,17926,77.01,False
6,32,518,9563,45.485,False
4,149,56,6416,29.176,True
4,101,613,1108,14.576,False
2,70,475,24247,122.523,False
6,141,517,749,12.99,False
6,53,355,1603,14.153,False
6,80,414,1504,17.871,False
0,74,141,7568,34.335,False
0,74,154,1571,19.374,False
8,74,150,1615,15.078,False
5,121,681,687,13.374,False
0,55,275,782,16.259,True
3,51,314,81,8.936,False
0,191,83,11704,38.213,False
8,76,508,324,14.317,False
5,67,82,17240,143.77,False
0,76,747,333,12.98,False
0,98,335,766,13.085,False
5,142,405,2611,52.118,True
3,203,672,4,1.864,False
3,149,205,9,1.919,False
6,8,652,22332,84.06,False
1,101,217,326,20.539,False
8,125,209,695,9.967,False
4,48,153,291,18.319,False
0,149,468,467,10.897,True
6,102,700,1758,19.344,False
1,74,77,263,9.717,False
5,149,432,1624,21.006,False
8,139,695,1577,18.027,True
6,149,695,2372,30.945,False
8,175,239,44,6.791,False
2,196,348,4258,33.435,False
6,203,762,197,8.102,False
3,77,640,9306,64.795,False
3,213,164,197,15.792,False
6,50,685,2008,18.281,False
4,102,326,3657,20.442,False
5,209,119,274,7.687,True
3,203,673,69,7.088,True
6,51,606,178,10.07,False
3,149,550,6703,40.07,True
6,95,649,2278,29.161,False
8,203,475,465,9.883,False
1,137,475,3431,57.295,False
2,140,675,1425,29.234,False
3,19,29,4296,31.351,False
3,30,491,25,2.891,False
3,47,391,202,14.561,True
7,102,364,535,15.559,False
6,203,47,691,16.593,False
0,125,206,1270,19.028,True
8,203,762,39,3.176,False
4,142,475,15055,69.617,True
7,12,49,1630,23.922,False
8,196,21,1777,21.161,False
0,141,538,222,13.453,False
6,140,134,5004,25.665,False
4,102,632,13162,55.887,False
6,73,344,1764,16.69,False
3,149,197,3,2.719,False
