Winner,Popularity,Vote_Average,IMDb_Rating
False,2.9,6.4,6.6
False,3.6,6.2,6.6
False,3.6,6.2,6.6
False,6.5,6.4,6.7
False,24.3,7.2,7.7
False,24.3,7.2,7.7
True,24.3,7.2,7.7
True,24.3,7.2,7.7
True,11.9,6.9,7.2
False,11.9,6.9,7.2
False,55.9,7.4,7.6
True,11.8,7.9,8.1
False,11.8,7.9,8.1
False,11.8,7.9,8.1
False,8.8,7.4,7.8
False,8.8,7.4,7.8
False,8.8,7.4,7.8
False,4.8,6.1,6.3
False,4.8,6.1,6.3
False,4.8,6.1,6.3
False,2.8,6.5,6.9
False,2.8,6.5,6.9
False,15.3,6.6,7.3
False,15.3,6.6,7.3
False,15.3,6.6,7.3
False,15.3,6.6,7.3
True,25.4,7.4,7.9
False,25.4,7.4,7.9
False,25.4,7.4,7.9
False,25.4,7.4,7.9
False,9.0,7.0,7.4
True,7.3,6.8,7.4
False,13.1,7.3,7.5
True,24.9,7.9,7.9
True,24.9,7.9,7.9
False,24.9,7.9,7.9
False,24.9,7.9,7.9
False,27.2,6.6,6.7
False,43.6,7.8,8.0
False,43.6,7.8,8.0
False,43.6,7.8,8.0
True,43.6,7.8,8.0
True,43.6,7.8,8.0
True,43.6,7.8,8.0
True,43.6,7.8,8.0
True,4.7,6.7,6.8
False,19.5,7.2,7.5
False,19.5,7.2,7.5
False,19.5,7.2,7.5
True,19.5,7.2,7.5
False,9.7,6.8,7.3
False,5.3,7.0,7.4
False,5.3,7.0,7.4
True,25.8,7.4,7.4
False,25.8,7.4,7.4
False,25.8,7.4,7.4
True,9.3,6.7,7.0
False,9.3,6.7,7.0
False,9.3,6.7,7.0
True,9.3,6.7,7.0
False,29.1,8.1,8.4
False,29.1,8.1,8.4
False,29.1,8.1,8.4
False,11.5,6.7,6.9
False,6.1,5.8,6.1
False,4.3,7.3,7.2
False,8.8,6.6,7.3
False,10.3,7.8,8.0
False,10.3,7.8,8.0
False,10.3,7.8,8.0
True,17.7,7.5,8.0
False,8.6,7.5,7.9
False,8.6,7.5,7.9
False,7.5,7.0,7.2
False,7.5,7.0,7.2
False,7.5,7.0,7.2
False,23.1,7.3,7.5
True,23.1,7.3,7.5
False,23.1,7.3,7.5
False,63.9,8.3,8.1
False,63.9,8.3,8.1
False,63.9,8.3,8.1
True,63.9,8.3,8.1
False,2.6,6.9,7.2
False,2.6,6.9,7.2
False,2.6,6.9,7.2
False,2.6,6.9,7.2
False,3.6,6.7,7.2
False,13.6,7.3,7.3
False,14.2,7.3,7.7
False,14.2,7.3,7.7
True,7.6,6.5,6.8
False,4.1,6.8,6.5
False,6.2,7.0,7.5
False,6.2,7.0,7.5
False,6.2,7.0,7.5
False,4.0,6.4,6.9
False,14.4,6.1,6.2
False,14.4,6.1,6.2
False,2.5,5.9,6.5
False,14.0,6.8,7.0
False,8.8,6.9,7.2
True,3.7,5.1,6.1
False,3.7,5.1,6.1
False,45.5,7.4,7.9
False,45.5,7.4,7.9
False,8.3,6.3,6.5
False,3.6,5.8,6.3
False,9.2,7.9,8.0
False,9.2,7.9,8.0
True,9.2,7.9,8.0
True,69.6,8.2,8.5
False,69.6,8.2,8.5
False,69.6,8.2,8.5
True,69.6,8.2,8.5
False,19.4,7.8,7.9
False,19.4,7.8,7.9
False,12.1,6.2,6.2
False,12.1,6.2,6.2
False,28.6,7.5,7.9
True,28.6,7.5,7.9
False,28.6,7.5,7.9
False,28.6,7.5,7.9
False,6.6,7.1,7.7
False,6.6,7.1,7.7
False,6.6,7.1,7.7
False,6.6,7.1,7.7
False,19.9,7.8,8.0
False,19.9,7.8,8.0
False,19.9,7.8,8.0
False,19.9,7.8,8.0
True,19.9,7.8,8.0
False,33.1,7.1,7.2
False,33.1,7.1,7.2
False,24.1,7.5,7.7
False,20.0,8.1,8.3
False,20.0,8.1,8.3
False,20.0,8.1,8.3
False,20.0,8.1,8.3
False,15.7,7.2,7.5
False,15.7,7.2,7.5
False,15.7,7.2,7.5
False,15.7,7.2,7.5
False,15.7,7.2,7.5
False,2.5,6.0,6.4
False,4.2,6.3,7.4
True,10.3,7.3,7.6
False,10.3,7.3,7.6
False,9.2,6.4,6.8
False,33.7,8.1,8.4
False,33.7,8.1,8.4
False,33.7,8.1,8.4
False,0.9,6.0,6.5
False,3.4,6.4,5.9
False,3.4,6.4,5.9
False,23.2,6.7,6.6
True,23.2,6.7,6.6
False,16.9,7.4,7.5
False,16.9,7.4,7.5
False,16.9,7.4,7.5
False,22.0,7.2,7.3
False,22.0,7.2,7.3
True,22.0,7.2,7.3
True,22.0,7.2,7.3
True,22.0,7.2,7.3
False,8.1,6.4,7.0
False,8.1,6.4,7.0
False,10.6,6.3,6.7
False,10.6,6.3,6.7
True,130.7,7.8,8.0
False,130.7,7.8,8.0
False,130.7,7.8,8.0
False,225.8,8.2,8.5
False,225.8,8.2,8.5
False,56.1,7.4,7.8
False,56.1,7.4,7.8
False,56.1,7.4,7.8
False,50.3,7.5,7.9
False,50.3,7.5,7.9
False,50.3,7.5,7.9
False,50.3,7.5,7.9
False,15.6,6.1,5.9
False,2.2,6.3,5.8
False,26.5,7.4,7.6
False,19.5,7.1,7.3
True,12.3,7.5,7.8
False,8.4,6.8,7.2
False,8.4,6.8,7.2
False,8.4,6.8,7.2
False,2.9,6.5,6.5
False,18.0,6.2,6.4
False,7.5,7.2,7.7
False,17.2,6.9,7.2
False,24.0,7.2,7.4
False,24.0,7.2,7.4
False,24.0,7.2,7.4
False,20.1,6.7,6.8
False,11.8,6.7,7.1
True,11.7,7.2,7.7
True,11.7,7.2,7.7
False,11.7,7.2,7.7
False,48.1,7.5,7.3
False,48.1,7.5,7.3
False,48.1,7.5,7.3
False,307.8,7.3,6.4
False,307.8,7.3,6.4
False,307.8,7.3,6.4
False,307.8,7.3,6.4
False,307.8,7.3,6.4
False,307.8,7.3,6.4
False,1.9,6.5,6.9
False,9.2,6.7,6.7
False,20.3,7.5,7.7
False,5.2,6.6,7.3
False,5.2,6.6,7.3
False,3.7,6.3,6.5
False,3.7,6.3,6.5
False,3.7,6.3,6.5
False,6.5,7.0,7.1
False,6.5,7.0,7.1
False,30.2,7.4,7.4
True,30.2,7.4,7.4
False,30.2,7.4,7.4
False,30.2,7.4,7.4
False,30.2,7.4,7.4
False,0.5,5.4,5.5
False,69.0,8.1,8.3
True,69.0,8.1,8.3
False,8.3,7.3,7.5
True,71.2,7.8,7.8
True,71.2,7.8,7.8
True,71.2,7.8,7.8
False,71.2,7.8,7.8
True,71.2,7.8,7.8
True,71.2,7.8,7.8
True,71.2,7.8,7.8
False,17.7,6.1,6.3
False,37.5,7.6,7.7
False,19.5,6.9,7.3
False,3.9,7.0,7.4
False,3.9,7.0,7.4
False,11.5,6.6,6.7
False,11.5,6.6,6.7
False,18.3,7.0,6.9
False,18.3,7.0,6.9
False,8.7,7.3,7.5
False,8.7,7.3,7.5
False,10.4,7.1,7.6
False,10.4,7.1,7.6
False,10.4,7.1,7.6
False,13.2,6.4,6.6
False,4.4,6.8,7.1
False,4.4,6.8,7.1
False,4.4,6.8,7.1
True,11.7,7.8,8.1
False,11.7,7.8,8.1
False,11.7,7.8,8.1
False,9.8,6.7,6.8
False,8.9,7.0,7.3
False,8.9,7.0,7.3
False,8.9,7.0,7.3
False,21.0,7.9,8.1
False,13.5,6.6,7.0
False,30.9,7.9,8.1
True,30.9,7.9,8.1
False,30.9,7.9,8.1
False,30.9,7.9,8.1
False,30.9,7.9,8.1
True,30.9,7.9,8.1
False,10.3,7.0,7.3
False,24.7,6.8,6.9
False,24.7,6.8,6.9
False,24.7,6.8,6.9
False,24.7,6.8,6.9
False,24.7,6.8,6.9
False,4.0,6.4,7.0
True,10.7,7.0,7.3
False,10.2,7.0,7.1
False,10.2,7.0,7.1
False,11.3,6.9,7.1
False,16.5,8.1,8.0
False,16.5,8.1,8.0
False,10.6,6.7,6.9
False,23.4,6.9,7.2
True,23.4,6.9,7.2
False,23.4,6.9,7.2
False,23.4,6.9,7.2
False,19.0,7.7,8.0
False,19.0,7.7,8.0
True,19.0,7.7,8.0
False,19.0,7.7,8.0
False,19.0,7.7,8.0
False,16.9,7.1,7.5
False,16.9,7.1,7.5
False,105.1,7.8,8.2
False,18.8,7.3,7.7
False,18.8,7.3,7.7
False,18.8,7.3,7.7
False,1.7,7.8,7.0
False,10.3,7.0,7.1
False,8.2,7.1,7.4
False,8.2,7.1,7.4
False,8.2,7.1,7.4
False,7.5,7.6,7.6
False,6.9,6.9,7.3
False,3.0,6.6,7.3
False,22.3,6.5,6.2
False,28.3,6.8,7.3
False,28.3,6.8,7.3
False,2.8,5.5,5.6
False,10.0,6.7,6.8
False,4.1,6.1,6.9
False,15.1,6.9,6.9
False,6.3,6.2,6.4
False,11.1,6.5,6.8
False,11.1,6.5,6.8
False,11.1,6.5,6.8
True,11.1,6.5,6.8
False,11.1,6.5,6.8
False,52.7,8.0,8.1
False,11.9,7.0,7.4
False,11.9,7.0,7.4
False,11.9,7.0,7.4
False,11.9,7.0,7.4
True,127.9,8.5,8.8
False,127.9,8.5,8.8
False,127.9,8.5,8.8
True,127.9,8.5,8.8
True,127.9,8.5,8.8
True,127.9,8.5,8.8
False,4.3,6.5,6.9
False,4.3,6.5,6.9
False,4.3,6.5,6.9
False,2.7,7.0,7.1
False,11.7,7.0,7.4
False,32.0,6.8,7.1
False,32.0,6.8,7.1
False,19.4,6.7,7.0
False,19.4,6.7,7.0
False,19.4,6.7,7.0
False,19.4,6.7,7.0
False,6.6,6.9,7.2
False,6.6,6.9,7.2
False,5.0,6.5,7.2
False,13.6,7.4,7.3
False,26.4,7.7,7.7
False,26.4,7.7,7.7
False,7.7,6.6,7.4
False,7.7,6.6,7.4
False,7.7,6.6,7.4
False,7.7,6.6,7.4
False,10.6,7.3,7.6
False,10.6,7.3,7.6
True,10.6,7.3,7.6
False,10.6,7.3,7.6
True,10.6,7.3,7.6
True,10.6,7.3,7.6
True,10.6,7.3,7.6
True,10.6,7.3,7.6
False,13.3,7.3,7.6
False,13.3,7.3,7.6
False,13.3,7.3,7.6
False,13.3,7.3,7.6
False,12.4,6.7,7.1
False,12.4,6.7,7.1
False,58.6,8.1,8.2
False,13.4,7.0,7.0
False,13.4,7.0,7.0
True,8.9,7.2,7.3
False,8.9,7.2,7.3
False,8.9,7.2,7.3
False,8.9,7.2,7.3
False,5.4,5.2,6.4
False,3.5,6.4,7.2
False,1.0,6.0,6.8
True,18.5,7.6,8.0
True,18.5,7.6,8.0
True,18.5,7.6,8.0
True,18.5,7.6,8.0
True,18.5,7.6,8.0
False,26.9,7.3,7.5
False,26.9,7.3,7.5
False,26.9,7.3,7.5
False,26.9,7.3,7.5
False,26.9,7.3,7.5
False,16.2,7.5,7.8
True,16.2,7.5,7.8
False,16.2,7.5,7.8
False,16.2,7.5,7.8
False,16.2,7.5,7.8
False,8.1,7.4,7.9
False,8.9,7.0,7.2
False,8.9,7.0,7.2
True,8.9,7.0,7.2
False,8.9,7.0,7.2
True,8.9,7.0,7.2
True,8.9,7.0,7.2
False,4.2,5.9,6.5
False,4.9,6.3,6.9
False,4.9,6.3,6.9
False,4.9,6.3,6.9
False,59.7,7.6,7.8
False,59.7,7.6,7.8
False,59.7,7.6,7.8
True,59.7,7.6,7.8
True,43.1,7.2,7.1
False,43.1,7.2,7.1
True,43.1,7.2,7.1
False,9.3,7.1,7.3
False,10.8,6.6,6.7
False,18.9,7.6,7.6
False,18.9,7.6,7.6
False,18.9,7.6,7.6
True,18.9,7.6,7.6
False,18.9,7.6,7.6
False,18.9,7.6,7.6
True,14.4,6.2,6.7
True,14.4,6.2,6.7
True,14.4,6.2,6.7
False,15.3,6.6,6.9
True,28.2,7.6,7.3
False,0.6,6.2,7.1
True,148.8,8.2,8.5
False,148.8,8.2,8.5
False,148.8,8.2,8.5
False,148.8,8.2,8.5
True,148.8,8.2,8.5
False,148.8,8.2,8.5
False,47.0,7.0,7.1
False,17.1,7.3,7.7
False,9.8,6.9,7.1
True,20.0,7.5,7.8
True,20.0,7.5,7.8
False,7.8,7.0,7.3
False,7.8,7.0,7.3
True,7.8,7.0,7.3
True,7.7,6.7,7.0
False,7.7,6.7,7.0
True,7.7,6.7,7.0
False,7.7,6.7,7.0
True,7.7,6.7,7.0
True,7.7,6.7,7.0
False,26.8,7.3,7.6
False,108.3,7.9,8.1
False,44.1,7.9,8.2
True,44.1,7.9,8.2
False,44.1,7.9,8.2
True,44.1,7.9,8.2
True,44.1,7.9,8.2
True,44.1,7.9,8.2
True,44.1,7.9,8.2
True,81.6,8.5,8.7
False,81.6,8.5,8.7
False,81.6,8.5,8.7
False,81.6,8.5,8.7
False,81.6,8.5,8.7
False,20.6,7.3,7.3
False,15.1,7.1,7.4
False,15.1,7.1,7.4
False,15.1,7.1,7.4
False,15.1,7.1,7.4
False,15.1,7.1,7.4
False,81.8,8.2,8.3
True,81.8,8.2,8.3
False,81.8,8.2,8.3
False,81.8,8.2,8.3
False,81.8,8.2,8.3
True,81.8,8.2,8.3
True,8.1,7.3,7.9
False,8.1,7.3,7.9
False,8.1,7.3,7.9
False,8.1,7.3,7.9
False,11.9,6.7,6.9
False,13.5,7.0,7.0
False,13.5,7.0,7.0
False,14.6,6.8,7.2
False,14.6,6.8,7.2
False,14.6,6.8,7.2
False,14.6,6.8,7.2
True,14.6,6.8,7.2
False,8.5,6.5,6.8
True,12.3,6.9,7.3
False,12.7,7.8,8.1
False,39.0,7.2,7.7
True,39.0,7.2,7.7
True,39.0,7.2,7.7
False,39.0,7.2,7.7
True,12.5,7.3,7.8
False,12.5,7.3,7.8
False,12.5,7.3,7.8
False,76.2,8.2,8.2
True,76.2,8.2,8.2
True,76.2,8.2,8.2
True,76.2,8.2,8.2
False,11.7,6.1,6.3
False,1.6,6.1,6.8
False,2.5,6.6,6.0
False,20.4,6.3,6.4
False,20.4,6.3,6.4
False,13.6,7.6,7.6
False,13.6,7.6,7.6
True,13.6,7.6,7.6
False,13.6,7.6,7.6
False,13.6,7.6,7.6
False,13.6,7.6,7.6
True,13.6,7.6,7.6
False,7.4,6.5,7.2
False,7.7,6.6,7.1
False,6.9,6.3,7.1
False,113.5,8.2,8.1
False,113.5,8.2,8.1
False,113.5,8.2,8.1
False,4.0,7.0,7.6
False,9.1,6.6,7.1
False,2.5,6.6,6.7
True,11.0,7.4,7.6
False,11.0,7.4,7.6
False,11.0,7.4,7.6
True,11.0,7.4,7.6
False,12.2,7.3,7.7
True,14.7,7.5,7.8
True,14.7,7.5,7.8
False,14.7,7.5,7.8
False,14.7,7.5,7.8
True,14.7,7.5,7.8
False,3.7,6.3,6.8
False,9.5,6.6,7.0
False,17.5,7.3,6.7
True,7.2,7.1,7.4
False,7.2,7.1,7.4
False,112.3,7.7,7.6
False,10.3,7.7,7.9
True,10.3,7.7,7.9
False,13.0,6.7,7.2
False,6.8,6.4,6.5
False,6.8,6.4,6.5
False,9.9,6.9,7.3
False,9.9,6.9,7.3
False,9.5,6.6,6.9
False,9.5,6.6,6.9
False,9.5,6.6,6.9
False,9.5,6.6,6.9
False,9.5,6.6,6.9
False,9.5,6.6,6.9
False,9.5,6.6,6.9
False,7.6,6.9,7.3
False,13.9,7.0,7.3
False,0.8,6.4,6.3
False,21.9,7.3,7.6
False,21.9,7.3,7.6
False,21.9,7.3,7.6
False,12.5,6.4,7.3
False,11.3,7.0,7.1
False,11.3,7.0,7.1
False,1.9,6.2,6.5
False,10.9,6.1,6.3
False,8.0,6.6,7.0
False,8.0,6.6,7.0
False,12.1,7.2,7.5
False,12.1,7.2,7.5
False,46.6,7.9,8.0
True,46.6,7.9,8.0
False,6.7,6.9,7.5
False,6.7,6.9,7.5
False,6.7,6.9,7.5
False,6.7,6.9,7.5
False,3.5,5.8,6.2
False,5.0,6.2,7.0
False,98.2,8.1,7.8
False,98.2,8.1,7.8
False,98.2,8.1,7.8
True,17.3,7.7,7.9
False,17.3,7.7,7.9
False,17.3,7.7,7.9
False,8.5,6.7,7.3
False,8.5,6.7,7.3
False,31.9,6.7,6.7
False,14.7,7.7,7.9
False,12.5,6.3,6.6
False,2.6,6.6,7.3
False,2.6,6.6,7.3
False,2.4,6.2,6.3
False,2.3,5.7,5.7
False,2.5,5.6,6.5
False,12.7,6.6,7.0
False,11.2,7.1,7.4
False,7.5,6.9,7.3
False,7.5,6.9,7.3
False,7.5,6.9,7.3
False,7.5,6.9,7.3
False,1.6,6.6,6.8
False,24.1,7.7,8.1
False,24.1,7.7,8.1
False,24.1,7.7,8.1
False,23.9,7.3,7.5
False,12.8,7.2,7.5
False,12.8,7.2,7.5
False,14.7,6.4,6.7
True,15.5,7.3,7.7
False,15.5,7.3,7.7
True,15.5,7.3,7.7
True,15.5,7.3,7.7
False,22.7,7.0,7.0
False,22.7,7.0,7.0
True,22.7,7.0,7.0
True,17.9,7.0,7.4
False,17.9,7.0,7.4
False,17.9,7.0,7.4
False,17.9,7.0,7.4
False,17.9,7.0,7.4
True,17.9,7.0,7.4
False,14.3,7.3,7.8
True,14.3,7.3,7.8
True,14.3,7.3,7.8
True,14.3,7.3,7.8
False,14.3,7.3,7.8
True,24.5,7.2,7.5
False,24.5,7.2,7.5
False,24.5,7.2,7.5
False,24.5,7.2,7.5
False,7.9,7.0,7.5
False,7.9,7.0,7.5
False,10.9,7.3,7.5
False,10.9,7.3,7.5
False,15.0,7.1,7.3
False,7.7,7.8,8.2
False,7.7,7.8,8.2
False,43.6,7.6,7.6
False,3.3,6.6,7.4
False,3.3,6.6,7.4
False,4.5,7.1,7.9
False,4.5,7.1,7.9
False,4.5,7.1,7.9
False,4.5,7.1,7.9
False,4.5,7.1,7.9
True,8.6,6.9,7.4
False,8.6,6.9,7.4
False,8.6,6.9,7.4
False,23.4,7.5,7.5
True,23.4,7.5,7.5
False,13.6,6.5,6.8
False,90.3,7.8,8.9
False,90.3,7.8,8.9
False,8.9,6.2,6.6
False,7.7,7.2,7.4
True,12.4,6.9,7.1
False,12.4,6.9,7.1
False,1.7,6.7,7.1
False,6.3,7.0,7.5
False,9.9,7.4,7.8
False,9.9,7.4,7.8
False,10.0,6.5,6.4
False,5.8,7.2,7.7
False,5.8,7.2,7.7
False,5.8,7.2,7.7
False,24.9,7.5,7.9
False,9.5,7.5,7.9
False,9.5,7.5,7.9
False,10.8,6.6,7.3
True,2.6,5.3,5.5
False,2.6,5.3,5.5
False,2.6,5.3,5.5
False,2.6,5.3,5.5
True,4.9,6.4,6.7
False,4.9,6.4,6.7
False,11.2,6.9,7.4
False,11.2,6.9,7.4
False,11.2,6.9,7.4
False,11.2,6.9,7.4
False,11.2,6.9,7.4
True,21.1,7.6,7.9
False,21.1,7.6,7.9
True,21.1,7.6,7.9
False,24.7,7.0,7.2
False,24.7,7.0,7.2
False,11.6,7.0,7.4
False,16.7,7.9,8.1
False,16.7,7.9,8.1
False,16.7,7.9,8.1
False,16.7,7.9,8.1
False,16.7,7.9,8.1
False,16.7,7.9,8.1
False,16.3,6.8,7.2
False,7.6,6.8,7.2
True,139.4,8.4,8.8
False,139.4,8.4,8.8
False,139.4,8.4,8.8
False,12.5,7.0,7.0
True,77.9,8.2,8.4
False,77.9,8.2,8.4
False,77.9,8.2,8.4
False,77.9,8.2,8.4
False,77.9,8.2,8.4
False,26.5,6.6,6.6
False,9.1,7.7,8.1
False,9.1,7.7,8.1
False,5.8,5.7,6.2
False,20.3,7.2,7.4
False,3.6,6.4,7.0
False,135.8,7.9,8.1
False,10.6,6.8,7.3
False,10.6,6.8,7.3
False,10.6,6.8,7.3
False,10.6,6.8,7.3
False,3.3,6.7,6.6
False,2.3,5.5,6.7
False,36.6,7.8,8.1
False,17.5,5.8,5.9
False,18.0,7.2,7.3
False,18.0,7.2,7.3
True,11.0,6.4,7.0
False,11.0,6.4,7.0
False,11.0,6.4,7.0
False,18.3,7.4,7.3
False,18.3,7.4,7.3
False,7.5,6.4,6.7
False,7.5,6.4,6.7
False,14.1,7.2,7.1
False,4.2,6.1,7.0
False,6.9,6.4,7.1
True,19.0,7.8,8.1
True,19.0,7.8,8.1
True,19.0,7.8,8.1
True,19.0,7.8,8.1
False,15.4,7.0,7.5
False,38.4,8.3,8.6
False,38.4,8.3,8.6
False,38.4,8.3,8.6
False,10.1,6.8,6.7
False,10.1,6.8,6.7
False,11.1,6.5,6.6
False,32.0,7.4,7.5
False,4.5,5.2,4.7
False,12.9,6.3,6.5
False,52.8,7.7,8.1
False,31.9,7.0,7.3
True,31.9,7.0,7.3
False,31.9,7.0,7.3
False,31.9,7.0,7.3
True,8.1,7.0,7.4
True,8.1,7.0,7.4
False,8.1,7.0,7.4
False,8.1,7.0,7.4
False,26.1,7.6,8.0
True,26.1,7.6,8.0
False,26.1,7.6,8.0
False,26.1,7.6,8.0
False,26.1,7.6,8.0
False,8.4,6.0,6.4
False,8.4,6.0,6.4
True,8.4,6.0,6.4
False,6.1,6.8,7.7
False,6.1,6.8,7.7
True,6.1,6.8,7.7
False,6.1,6.8,7.7
False,6.1,6.8,7.7
False,6.1,6.8,7.7
False,6.1,6.8,7.7
True,3.3,6.1,7.0
False,40.3,8.0,7.9
False,40.3,8.0,7.9
True,40.3,8.0,7.9
True,81.4,8.1,8.3
False,81.4,8.1,8.3
False,81.4,8.1,8.3
False,81.4,8.1,8.3
False,81.4,8.1,8.3
False,1.3,6.0,6.6
False,7.6,6.0,6.0
False,19.1,6.5,6.6
False,2.5,6.5,6.9
False,2.5,6.5,6.9
True,20.6,7.3,7.4
False,20.6,7.3,7.4
False,20.6,7.3,7.4
False,20.6,7.3,7.4
False,20.6,7.3,7.4
True,29.6,8.0,8.2
False,29.6,8.0,8.2
False,29.6,8.0,8.2
False,29.6,8.0,8.2
False,29.6,8.0,8.2
False,29.6,8.0,8.2
False,29.6,8.0,8.2
True,12.6,6.7,6.8
True,10.0,6.5,7.2
False,10.0,6.5,7.2
False,10.0,6.5,7.2
True,10.0,6.5,7.2
False,10.0,6.5,7.2
False,10.0,6.5,7.2
False,10.0,6.5,7.2
False,2.7,5.7,6.3
False,21.0,6.7,7.0
False,10.6,7.0,7.2
False,10.6,7.0,7.2
False,10.6,7.0,7.2
False,7.3,6.6,6.9
False,8.7,6.3,6.7
False,23.0,7.1,7.4
False,23.0,7.1,7.4
False,23.0,7.1,7.4
True,23.0,7.1,7.4
True,1.4,5.7,6.2
True,9.7,7.5,7.7
False,9.8,6.3,6.8
False,57.3,7.4,7.6
False,57.3,7.4,7.6
False,57.3,7.4,7.6
False,57.3,7.4,7.6
False,57.3,7.4,7.6
False,19.0,6.2,5.9
False,8.1,7.0,7.4
True,23.6,7.6,7.5
False,23.6,7.6,7.5
False,23.6,7.6,7.5
False,23.6,7.6,7.5
True,7.0,6.5,6.8
False,7.0,6.5,6.8
False,3.8,7.2,7.5
False,3.8,7.2,7.5
False,10.9,6.6,7.1
False,3.6,5.0,6.1
False,8.2,7.0,7.4
